"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","383917","839479"
"EASTERN CAPE","18-34","Male","287351","854468"
"EASTERN CAPE","35-49","Female","365939","586430"
"EASTERN CAPE","35-49","Male","247514","522727"
"EASTERN CAPE","50-59","Female","234486","320585"
"EASTERN CAPE","50-59","Male","147120","196960"
"EASTERN CAPE","60+","Female","357372","517296"
"EASTERN CAPE","60+","Male","214712","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","91",""
"FREE STATE","18-34","Female","227264","410210"
"FREE STATE","18-34","Male","172963","419145"
"FREE STATE","35-49","Female","191630","283918"
"FREE STATE","35-49","Male","157745","266941"
"FREE STATE","50-59","Female","104067","140470"
"FREE STATE","50-59","Male","80833","105617"
"FREE STATE","60+","Female","133920","178195"
"FREE STATE","60+","Male","83997","110025"
"FREE STATE","Unidentified","Female","92",""
"FREE STATE","Unidentified","Male","56",""
"GAUTENG","18-34","Female","978344","2584852"
"GAUTENG","18-34","Male","832056","2611302"
"GAUTENG","35-49","Female","984789","1659380"
"GAUTENG","35-49","Male","919469","1782603"
"GAUTENG","50-59","Female","434928","675158"
"GAUTENG","50-59","Male","414355","655342"
"GAUTENG","60+","Female","482379","745260"
"GAUTENG","60+","Male","368187","597429"
"GAUTENG","Unidentified","Female","304",""
"GAUTENG","Unidentified","Male","190",""
"KWAZULU-NATAL","18-34","Female","618403","1707989"
"KWAZULU-NATAL","18-34","Male","425441","1725158"
"KWAZULU-NATAL","35-49","Female","563427","1071255"
"KWAZULU-NATAL","35-49","Male","404563","951364"
"KWAZULU-NATAL","50-59","Female","297603","492136"
"KWAZULU-NATAL","50-59","Male","199494","316845"
"KWAZULU-NATAL","60+","Female","435101","624115"
"KWAZULU-NATAL","60+","Male","246641","330933"
"KWAZULU-NATAL","Unidentified","Female","372",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","422526","818804"
"LIMPOPO","18-34","Male","284540","833104"
"LIMPOPO","35-49","Female","370447","573264"
"LIMPOPO","35-49","Male","244347","493423"
"LIMPOPO","50-59","Female","197478","265501"
"LIMPOPO","50-59","Male","132381","165831"
"LIMPOPO","60+","Female","289621","372555"
"LIMPOPO","60+","Male","166653","173319"
"LIMPOPO","Unidentified","Female","616",""
"LIMPOPO","Unidentified","Male","93",""
"MPUMALANGA","18-34","Female","267060","681710"
"MPUMALANGA","18-34","Male","224658","729028"
"MPUMALANGA","35-49","Female","234670","451254"
"MPUMALANGA","35-49","Male","205389","457785"
"MPUMALANGA","50-59","Female","115495","197794"
"MPUMALANGA","50-59","Male","93603","151183"
"MPUMALANGA","60+","Female","139793","224305"
"MPUMALANGA","60+","Male","100658","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","61",""
"NORTHERN CAPE","18-34","Female","76504","174695"
"NORTHERN CAPE","18-34","Male","72517","182300"
"NORTHERN CAPE","35-49","Female","68152","118328"
"NORTHERN CAPE","35-49","Male","71746","131923"
"NORTHERN CAPE","50-59","Female","36616","57823"
"NORTHERN CAPE","50-59","Male","33910","49198"
"NORTHERN CAPE","60+","Female","44364","80820"
"NORTHERN CAPE","60+","Male","32958","52458"
"NORTHERN CAPE","Unidentified","Female","22",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","240823","547199"
"NORTH WEST","18-34","Male","198709","611287"
"NORTH WEST","35-49","Female","213570","386831"
"NORTH WEST","35-49","Male","213523","437698"
"NORTH WEST","50-59","Female","108218","173790"
"NORTH WEST","50-59","Male","107358","168889"
"NORTH WEST","60+","Female","140161","213393"
"NORTH WEST","60+","Male","105503","154160"
"NORTH WEST","Unidentified","Female","127",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","520962","1010156"
"WESTERN CAPE","18-34","Male","451914","1047625"
"WESTERN CAPE","35-49","Female","472468","744325"
"WESTERN CAPE","35-49","Male","415127","767488"
"WESTERN CAPE","50-59","Female","242205","368383"
"WESTERN CAPE","50-59","Male","209346","315766"
"WESTERN CAPE","60+","Female","313049","422288"
"WESTERN CAPE","60+","Male","232321","300872"
"WESTERN CAPE","Unidentified","Female","117",""
"WESTERN CAPE","Unidentified","Male","76",""
