"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","381473","839479"
"EASTERN CAPE","18-34","Male","284087","854468"
"EASTERN CAPE","35-49","Female","365059","586430"
"EASTERN CAPE","35-49","Male","246587","522727"
"EASTERN CAPE","50-59","Female","234165","320585"
"EASTERN CAPE","50-59","Male","146677","196960"
"EASTERN CAPE","60+","Female","355504","517296"
"EASTERN CAPE","60+","Male","213603","261598"
"EASTERN CAPE","Unidentified","Female","309",""
"EASTERN CAPE","Unidentified","Male","92",""
"FREE STATE","18-34","Female","226005","410210"
"FREE STATE","18-34","Male","171895","419145"
"FREE STATE","35-49","Female","190966","283918"
"FREE STATE","35-49","Male","156972","266941"
"FREE STATE","50-59","Female","103863","140470"
"FREE STATE","50-59","Male","80589","105617"
"FREE STATE","60+","Female","133288","178195"
"FREE STATE","60+","Male","83531","110025"
"FREE STATE","Unidentified","Female","92",""
"FREE STATE","Unidentified","Male","58",""
"GAUTENG","18-34","Female","973046","2584852"
"GAUTENG","18-34","Male","826412","2611302"
"GAUTENG","35-49","Female","981101","1659380"
"GAUTENG","35-49","Male","915334","1782603"
"GAUTENG","50-59","Female","433385","675158"
"GAUTENG","50-59","Male","412339","655342"
"GAUTENG","60+","Female","480068","745260"
"GAUTENG","60+","Male","366242","597429"
"GAUTENG","Unidentified","Female","306",""
"GAUTENG","Unidentified","Male","195",""
"KWAZULU-NATAL","18-34","Female","610939","1707989"
"KWAZULU-NATAL","18-34","Male","420734","1725158"
"KWAZULU-NATAL","35-49","Female","560212","1071255"
"KWAZULU-NATAL","35-49","Male","401956","951364"
"KWAZULU-NATAL","50-59","Female","296587","492136"
"KWAZULU-NATAL","50-59","Male","198653","316845"
"KWAZULU-NATAL","60+","Female","433285","624115"
"KWAZULU-NATAL","60+","Male","245458","330933"
"KWAZULU-NATAL","Unidentified","Female","375",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","419908","818804"
"LIMPOPO","18-34","Male","282036","833104"
"LIMPOPO","35-49","Female","369402","573264"
"LIMPOPO","35-49","Male","243235","493423"
"LIMPOPO","50-59","Female","197136","265501"
"LIMPOPO","50-59","Male","132018","165831"
"LIMPOPO","60+","Female","288355","372555"
"LIMPOPO","60+","Male","165914","173319"
"LIMPOPO","Unidentified","Female","620",""
"LIMPOPO","Unidentified","Male","94",""
"MPUMALANGA","18-34","Female","264576","681710"
"MPUMALANGA","18-34","Male","221538","729028"
"MPUMALANGA","35-49","Female","233030","451254"
"MPUMALANGA","35-49","Male","203282","457785"
"MPUMALANGA","50-59","Female","114851","197794"
"MPUMALANGA","50-59","Male","92944","151183"
"MPUMALANGA","60+","Female","139028","224305"
"MPUMALANGA","60+","Male","100048","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","63",""
"NORTHERN CAPE","18-34","Female","75961","174695"
"NORTHERN CAPE","18-34","Male","72069","182300"
"NORTHERN CAPE","35-49","Female","67833","118328"
"NORTHERN CAPE","35-49","Male","71427","131923"
"NORTHERN CAPE","50-59","Female","36520","57823"
"NORTHERN CAPE","50-59","Male","33741","49198"
"NORTHERN CAPE","60+","Female","44074","80820"
"NORTHERN CAPE","60+","Male","32734","52458"
"NORTHERN CAPE","Unidentified","Female","23",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","239611","547199"
"NORTH WEST","18-34","Male","197676","611287"
"NORTH WEST","35-49","Female","212735","386831"
"NORTH WEST","35-49","Male","212743","437698"
"NORTH WEST","50-59","Female","107886","173790"
"NORTH WEST","50-59","Male","106919","168889"
"NORTH WEST","60+","Female","139479","213393"
"NORTH WEST","60+","Male","104864","154160"
"NORTH WEST","Unidentified","Female","128",""
"NORTH WEST","Unidentified","Male","116",""
"WESTERN CAPE","18-34","Female","519723","1010156"
"WESTERN CAPE","18-34","Male","450262","1047625"
"WESTERN CAPE","35-49","Female","471476","744325"
"WESTERN CAPE","35-49","Male","413981","767488"
"WESTERN CAPE","50-59","Female","241607","368383"
"WESTERN CAPE","50-59","Male","208679","315766"
"WESTERN CAPE","60+","Female","311843","422288"
"WESTERN CAPE","60+","Male","231364","300872"
"WESTERN CAPE","Unidentified","Female","121",""
"WESTERN CAPE","Unidentified","Male","77",""
