"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14021","4552","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11840","3790","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18988","10186","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14742","7028","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8569","3073","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7592","2367","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11291","6439","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9526","4775","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13824","5292","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11301","3866","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18071","6781","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15241","4824","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26648","15660","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23598","12517","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4310","1201","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3531","795","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52269","22093","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42652","16831","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15572","6991","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12417","5283","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19829","10323","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16244","7822","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6859","2922","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4441","1803","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26551","12628","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22959","10656","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13491","7962","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10616","5764","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","9009","4507","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5472","2496","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12879","5245","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8414","3204","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13397","5711","51740"
