"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14674","5604","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12562","4581","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19268","10677","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15320","7582","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8457","3071","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7467","2404","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11125","6434","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9391","4803","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13581","5345","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11183","3915","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17714","6702","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14980","4810","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26272","15737","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23275","12631","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4234","1193","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3463","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51215","21734","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41963","16727","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15212","6848","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12187","5192","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19515","10272","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16010","7789","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6691","2879","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4372","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26039","12389","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22618","10536","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13243","7890","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10440","5736","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8796","4438","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5360","2479","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12600","5142","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8275","3150","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13169","5666","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8650","3177","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14117","5816","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10229","3837","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20340","10281","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12905","5407","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14797","6325","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9128","3448","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15388","6938","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10397","4083","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23966","12759","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17253","8083","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37415","15661","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32067","11881","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37323","13070","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30752","9481","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26306","10026","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25826","8423","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38070","12701","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30855","8765","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17745","7028","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14869","5196","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","48036","20077","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36857","13248","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16990","6577","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17597","5524","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7593","3712","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6305","2808","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1710","666","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1371","502","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3584","1590","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2744","1142","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32183","13520","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26733","10012","91106"
