"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14450","5277","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12290","4369","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19162","10572","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15120","7440","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8511","3085","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7523","2415","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11186","6459","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9437","4823","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13652","5362","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11206","3924","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17829","6742","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15078","4822","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26429","15803","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23389","12667","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4265","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3489","815","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51519","21842","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42194","16790","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15327","6897","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12268","5224","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19600","10296","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16080","7802","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6733","2898","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4393","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26231","12459","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22754","10571","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13310","7891","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10478","5750","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8859","4467","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5389","2484","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12679","5170","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8323","3168","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13246","5698","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8693","3192","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14167","5789","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10229","3825","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20450","10314","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12978","5425","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14896","6335","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9177","3454","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15512","6987","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10471","4109","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24150","12845","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17363","8124","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36714","15364","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31572","11570","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37217","12957","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30646","9341","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26400","10046","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25886","8447","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38250","12756","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30991","8801","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17637","6970","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14749","5174","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47952","19694","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36657","12942","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17128","6605","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17768","5550","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7625","3734","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6341","2821","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1718","668","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1382","504","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3611","1598","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2754","1143","11573"
