"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","385420","839479"
"EASTERN CAPE","18-34","Male","288790","854468"
"EASTERN CAPE","35-49","Female","366820","586430"
"EASTERN CAPE","35-49","Male","248321","522727"
"EASTERN CAPE","50-59","Female","234706","320585"
"EASTERN CAPE","50-59","Male","147457","196960"
"EASTERN CAPE","60+","Female","358384","517296"
"EASTERN CAPE","60+","Male","215294","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","91",""
"FREE STATE","18-34","Female","228036","410210"
"FREE STATE","18-34","Male","173586","419145"
"FREE STATE","35-49","Female","192143","283918"
"FREE STATE","35-49","Male","158170","266941"
"FREE STATE","50-59","Female","104247","140470"
"FREE STATE","50-59","Male","81029","105617"
"FREE STATE","60+","Female","134345","178195"
"FREE STATE","60+","Male","84337","110025"
"FREE STATE","Unidentified","Female","89",""
"FREE STATE","Unidentified","Male","56",""
"GAUTENG","18-34","Female","980851","2584852"
"GAUTENG","18-34","Male","835442","2611302"
"GAUTENG","35-49","Female","987288","1659380"
"GAUTENG","35-49","Male","922613","1782603"
"GAUTENG","50-59","Female","435897","675158"
"GAUTENG","50-59","Male","415572","655342"
"GAUTENG","60+","Female","483833","745260"
"GAUTENG","60+","Male","369476","597429"
"GAUTENG","Unidentified","Female","302",""
"GAUTENG","Unidentified","Male","184",""
"KWAZULU-NATAL","18-34","Female","622067","1707989"
"KWAZULU-NATAL","18-34","Male","427865","1725158"
"KWAZULU-NATAL","35-49","Female","565285","1071255"
"KWAZULU-NATAL","35-49","Male","406238","951364"
"KWAZULU-NATAL","50-59","Female","298209","492136"
"KWAZULU-NATAL","50-59","Male","200100","316845"
"KWAZULU-NATAL","60+","Female","436373","624115"
"KWAZULU-NATAL","60+","Male","247428","330933"
"KWAZULU-NATAL","Unidentified","Female","370",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","423420","818804"
"LIMPOPO","18-34","Male","285434","833104"
"LIMPOPO","35-49","Female","371177","573264"
"LIMPOPO","35-49","Male","245005","493423"
"LIMPOPO","50-59","Female","197702","265501"
"LIMPOPO","50-59","Male","132554","165831"
"LIMPOPO","60+","Female","290348","372555"
"LIMPOPO","60+","Male","167131","173319"
"LIMPOPO","Unidentified","Female","615",""
"LIMPOPO","Unidentified","Male","91",""
"MPUMALANGA","18-34","Female","268439","681710"
"MPUMALANGA","18-34","Male","226661","729028"
"MPUMALANGA","35-49","Female","235644","451254"
"MPUMALANGA","35-49","Male","206636","457785"
"MPUMALANGA","50-59","Female","115786","197794"
"MPUMALANGA","50-59","Male","93907","151183"
"MPUMALANGA","60+","Female","140312","224305"
"MPUMALANGA","60+","Male","101093","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","60",""
"NORTHERN CAPE","18-34","Female","76999","174695"
"NORTHERN CAPE","18-34","Male","72989","182300"
"NORTHERN CAPE","35-49","Female","68450","118328"
"NORTHERN CAPE","35-49","Male","72107","131923"
"NORTHERN CAPE","50-59","Female","36784","57823"
"NORTHERN CAPE","50-59","Male","34081","49198"
"NORTHERN CAPE","60+","Female","44613","80820"
"NORTHERN CAPE","60+","Male","33130","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241429","547199"
"NORTH WEST","18-34","Male","199236","611287"
"NORTH WEST","35-49","Female","214128","386831"
"NORTH WEST","35-49","Male","214011","437698"
"NORTH WEST","50-59","Female","108376","173790"
"NORTH WEST","50-59","Male","107584","168889"
"NORTH WEST","60+","Female","140600","213393"
"NORTH WEST","60+","Male","105869","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521513","1010156"
"WESTERN CAPE","18-34","Male","452647","1047625"
"WESTERN CAPE","35-49","Female","473285","744325"
"WESTERN CAPE","35-49","Male","415910","767488"
"WESTERN CAPE","50-59","Female","242513","368383"
"WESTERN CAPE","50-59","Male","209748","315766"
"WESTERN CAPE","60+","Female","313889","422288"
"WESTERN CAPE","60+","Male","232995","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","76",""
