"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","381169","839479"
"EASTERN CAPE","18-34","Male","283806","854468"
"EASTERN CAPE","35-49","Female","364918","586430"
"EASTERN CAPE","35-49","Male","246480","522727"
"EASTERN CAPE","50-59","Female","234109","320585"
"EASTERN CAPE","50-59","Male","146630","196960"
"EASTERN CAPE","60+","Female","355411","517296"
"EASTERN CAPE","60+","Male","213543","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","92",""
"FREE STATE","18-34","Female","225878","410210"
"FREE STATE","18-34","Male","171745","419145"
"FREE STATE","35-49","Female","190894","283918"
"FREE STATE","35-49","Male","156875","266941"
"FREE STATE","50-59","Female","103837","140470"
"FREE STATE","50-59","Male","80573","105617"
"FREE STATE","60+","Female","133247","178195"
"FREE STATE","60+","Male","83495","110025"
"FREE STATE","Unidentified","Female","92",""
"FREE STATE","Unidentified","Male","58",""
"GAUTENG","18-34","Female","972439","2584852"
"GAUTENG","18-34","Male","825801","2611302"
"GAUTENG","35-49","Female","980693","1659380"
"GAUTENG","35-49","Male","914919","1782603"
"GAUTENG","50-59","Female","433263","675158"
"GAUTENG","50-59","Male","412225","655342"
"GAUTENG","60+","Female","479916","745260"
"GAUTENG","60+","Male","366110","597429"
"GAUTENG","Unidentified","Female","306",""
"GAUTENG","Unidentified","Male","195",""
"KWAZULU-NATAL","18-34","Female","610220","1707989"
"KWAZULU-NATAL","18-34","Male","420258","1725158"
"KWAZULU-NATAL","35-49","Female","559908","1071255"
"KWAZULU-NATAL","35-49","Male","401701","951364"
"KWAZULU-NATAL","50-59","Female","296492","492136"
"KWAZULU-NATAL","50-59","Male","198569","316845"
"KWAZULU-NATAL","60+","Female","433152","624115"
"KWAZULU-NATAL","60+","Male","245389","330933"
"KWAZULU-NATAL","Unidentified","Female","376",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","419621","818804"
"LIMPOPO","18-34","Male","281757","833104"
"LIMPOPO","35-49","Female","369302","573264"
"LIMPOPO","35-49","Male","243038","493423"
"LIMPOPO","50-59","Female","197097","265501"
"LIMPOPO","50-59","Male","131989","165831"
"LIMPOPO","60+","Female","288277","372555"
"LIMPOPO","60+","Male","165866","173319"
"LIMPOPO","Unidentified","Female","620",""
"LIMPOPO","Unidentified","Male","94",""
"MPUMALANGA","18-34","Female","264287","681710"
"MPUMALANGA","18-34","Male","221215","729028"
"MPUMALANGA","35-49","Female","232862","451254"
"MPUMALANGA","35-49","Male","203117","457785"
"MPUMALANGA","50-59","Female","114788","197794"
"MPUMALANGA","50-59","Male","92896","151183"
"MPUMALANGA","60+","Female","138991","224305"
"MPUMALANGA","60+","Male","100007","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","63",""
"NORTHERN CAPE","18-34","Female","75887","174695"
"NORTHERN CAPE","18-34","Male","72012","182300"
"NORTHERN CAPE","35-49","Female","67787","118328"
"NORTHERN CAPE","35-49","Male","71383","131923"
"NORTHERN CAPE","50-59","Female","36512","57823"
"NORTHERN CAPE","50-59","Male","33718","49198"
"NORTHERN CAPE","60+","Female","44051","80820"
"NORTHERN CAPE","60+","Male","32714","52458"
"NORTHERN CAPE","Unidentified","Female","23",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","239470","547199"
"NORTH WEST","18-34","Male","197555","611287"
"NORTH WEST","35-49","Female","212630","386831"
"NORTH WEST","35-49","Male","212634","437698"
"NORTH WEST","50-59","Female","107851","173790"
"NORTH WEST","50-59","Male","106912","168889"
"NORTH WEST","60+","Female","139430","213393"
"NORTH WEST","60+","Male","104820","154160"
"NORTH WEST","Unidentified","Female","128",""
"NORTH WEST","Unidentified","Male","116",""
"WESTERN CAPE","18-34","Female","519529","1010156"
"WESTERN CAPE","18-34","Male","450029","1047625"
"WESTERN CAPE","35-49","Female","471354","744325"
"WESTERN CAPE","35-49","Male","413819","767488"
"WESTERN CAPE","50-59","Female","241565","368383"
"WESTERN CAPE","50-59","Male","208627","315766"
"WESTERN CAPE","60+","Female","311761","422288"
"WESTERN CAPE","60+","Male","231309","300872"
"WESTERN CAPE","Unidentified","Female","122",""
"WESTERN CAPE","Unidentified","Male","75",""
