"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"LIMPOPO","WATERBERG DM","12-17","Female","17602","6868","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14663","5059","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47559","18743","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36281","12181","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17357","6683","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18071","5618","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7568","3411","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6254","2595","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1729","672","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1407","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3653","1616","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2783","1151","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32503","13527","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26870","9930","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21606","7490","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17985","5465","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9262","3965","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8059","3261","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","828","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","284","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6343","2462","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5386","1914","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3058","1004","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2424","777","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4204","1684","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3661","1322","22568"
