"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","392576","839479"
"EASTERN CAPE","18-34","Male","295648","854468"
"EASTERN CAPE","35-49","Female","369475","586430"
"EASTERN CAPE","35-49","Male","251156","522727"
"EASTERN CAPE","50-59","Female","236399","320585"
"EASTERN CAPE","50-59","Male","148911","196960"
"EASTERN CAPE","60+","Female","364535","517296"
"EASTERN CAPE","60+","Male","218874","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","78",""
"FREE STATE","18-34","Female","230946","410210"
"FREE STATE","18-34","Male","175738","419145"
"FREE STATE","35-49","Female","193978","283918"
"FREE STATE","35-49","Male","159903","266941"
"FREE STATE","50-59","Female","105204","140470"
"FREE STATE","50-59","Male","81877","105617"
"FREE STATE","60+","Female","137115","178195"
"FREE STATE","60+","Male","86338","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","986791","2584852"
"GAUTENG","18-34","Male","842741","2611302"
"GAUTENG","35-49","Female","998987","1659380"
"GAUTENG","35-49","Male","934229","1782603"
"GAUTENG","50-59","Female","442131","675158"
"GAUTENG","50-59","Male","422583","655342"
"GAUTENG","60+","Female","494036","745260"
"GAUTENG","60+","Male","378342","597429"
"GAUTENG","Unidentified","Female","291",""
"GAUTENG","Unidentified","Male","172",""
"KWAZULU-NATAL","18-34","Female","635648","1707989"
"KWAZULU-NATAL","18-34","Male","436468","1725158"
"KWAZULU-NATAL","35-49","Female","573280","1071255"
"KWAZULU-NATAL","35-49","Male","412290","951364"
"KWAZULU-NATAL","50-59","Female","300852","492136"
"KWAZULU-NATAL","50-59","Male","202485","316845"
"KWAZULU-NATAL","60+","Female","444016","624115"
"KWAZULU-NATAL","60+","Male","252241","330933"
"KWAZULU-NATAL","Unidentified","Female","363",""
"KWAZULU-NATAL","Unidentified","Male","139",""
"LIMPOPO","18-34","Female","428161","818804"
"LIMPOPO","18-34","Male","291032","833104"
"LIMPOPO","35-49","Female","375517","573264"
"LIMPOPO","35-49","Male","248329","493423"
"LIMPOPO","50-59","Female","199357","265501"
"LIMPOPO","50-59","Male","133602","165831"
"LIMPOPO","60+","Female","294564","372555"
"LIMPOPO","60+","Male","170086","173319"
"LIMPOPO","Unidentified","Female","609",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","273812","681710"
"MPUMALANGA","18-34","Male","233264","729028"
"MPUMALANGA","35-49","Female","239774","451254"
"MPUMALANGA","35-49","Male","211777","457785"
"MPUMALANGA","50-59","Female","117599","197794"
"MPUMALANGA","50-59","Male","95383","151183"
"MPUMALANGA","60+","Female","143174","224305"
"MPUMALANGA","60+","Male","103367","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","53",""
"NORTHERN CAPE","18-34","Female","78092","174695"
"NORTHERN CAPE","18-34","Male","73755","182300"
"NORTHERN CAPE","35-49","Female","69279","118328"
"NORTHERN CAPE","35-49","Male","73169","131923"
"NORTHERN CAPE","50-59","Female","37243","57823"
"NORTHERN CAPE","50-59","Male","34644","49198"
"NORTHERN CAPE","60+","Female","45692","80820"
"NORTHERN CAPE","60+","Male","34029","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242723","547199"
"NORTH WEST","18-34","Male","200497","611287"
"NORTH WEST","35-49","Female","215937","386831"
"NORTH WEST","35-49","Male","215930","437698"
"NORTH WEST","50-59","Female","109424","173790"
"NORTH WEST","50-59","Male","108789","168889"
"NORTH WEST","60+","Female","143387","213393"
"NORTH WEST","60+","Male","108312","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522366","1010156"
"WESTERN CAPE","18-34","Male","454164","1047625"
"WESTERN CAPE","35-49","Female","476884","744325"
"WESTERN CAPE","35-49","Male","419735","767488"
"WESTERN CAPE","50-59","Female","244575","368383"
"WESTERN CAPE","50-59","Male","211943","315766"
"WESTERN CAPE","60+","Female","319804","422288"
"WESTERN CAPE","60+","Male","237778","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","70",""
