"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","13995","4560","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11820","3791","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18980","10189","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14734","7043","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8553","3068","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7575","2365","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11261","6432","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9512","4776","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13802","5290","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11284","3864","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","18027","6760","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15221","4821","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26581","15625","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23564","12495","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4303","1199","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3523","797","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52165","22055","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42582","16825","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15550","6988","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12400","5273","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19789","10314","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16224","7814","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6837","2916","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4432","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26492","12596","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22925","10636","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13456","7943","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10590","5754","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8987","4496","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5463","2494","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12837","5229","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8408","3204","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13361","5695","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8740","3172","52856"
