"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14013","4610","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11850","3822","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18984","10201","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14777","7075","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8531","3064","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7552","2361","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11225","6423","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9475","4762","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13768","5324","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11275","3893","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17974","6742","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15179","4814","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26504","15600","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23496","12481","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4291","1195","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3516","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52008","22012","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42495","16803","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15499","6974","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12356","5257","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19741","10296","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16190","7807","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6815","2911","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4427","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26392","12553","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22856","10615","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13420","7934","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10563","5764","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8956","4486","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5445","2490","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12805","5221","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8394","3196","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13314","5672","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8718","3162","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14168","5801","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10202","3811","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20597","10270","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13088","5414","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15029","6373","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9273","3471","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15689","7053","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10572","4131","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24380","12959","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17515","8169","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36547","15066","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31448","11363","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37013","12505","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30470","8967","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26180","9944","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25837","8402","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38417","12840","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31078","8841","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17616","6877","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14697","5061","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47524","18762","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36257","12213","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17318","6667","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18017","5610","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7561","3440","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6252","2619","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1724","670","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1401","510","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3645","1614","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2777","1150","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32457","13525","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26857","9930","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21569","7481","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17962","5458","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9254","3960","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8064","3263","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","827","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","284","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6325","2456","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5376","1911","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3046","996","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2415","776","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4197","1690","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3661","1324","22568"
