"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14574","5608","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12492","4590","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19135","10626","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15270","7594","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8391","3056","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7390","2392","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11050","6395","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9331","4788","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13477","5327","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11123","3895","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17550","6653","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14863","4780","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26011","15726","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23074","12649","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4186","1181","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3435","808","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50820","21618","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41740","16650","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15098","6787","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12089","5157","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19348","10203","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15890","7751","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6641","2865","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4348","1797","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25832","12313","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22407","10454","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13150","7839","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10373","5709","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8715","4396","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5312","2455","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12457","5100","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8222","3130","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13025","5606","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8577","3154","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13989","5779","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10154","3825","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20151","10213","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12783","5384","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14661","6286","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9057","3439","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15206","6869","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10317","4053","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23726","12632","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17102","8034","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37428","15630","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32031","11863","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37081","13046","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30585","9472","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26226","10007","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25714","8432","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37793","12627","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30619","8708","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17661","6986","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14825","5190","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47714","20096","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36752","13329","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16818","6525","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17336","5460","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7543","3707","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6274","2807","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1685","656","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1362","498","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3549","1581","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2724","1130","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32006","13562","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26613","10061","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21120","7428","56490"
