"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","393218","839479"
"EASTERN CAPE","18-34","Male","296358","854468"
"EASTERN CAPE","35-49","Female","369621","586430"
"EASTERN CAPE","35-49","Male","251348","522727"
"EASTERN CAPE","50-59","Female","236512","320585"
"EASTERN CAPE","50-59","Male","149039","196960"
"EASTERN CAPE","60+","Female","365454","517296"
"EASTERN CAPE","60+","Male","219416","261598"
"EASTERN CAPE","Unidentified","Female","302",""
"EASTERN CAPE","Unidentified","Male","74",""
"FREE STATE","18-34","Female","231147","410210"
"FREE STATE","18-34","Male","175850","419145"
"FREE STATE","35-49","Female","194044","283918"
"FREE STATE","35-49","Male","160026","266941"
"FREE STATE","50-59","Female","105313","140470"
"FREE STATE","50-59","Male","81957","105617"
"FREE STATE","60+","Female","137429","178195"
"FREE STATE","60+","Male","86574","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","987303","2584852"
"GAUTENG","18-34","Male","843246","2611302"
"GAUTENG","35-49","Female","999986","1659380"
"GAUTENG","35-49","Male","935183","1782603"
"GAUTENG","50-59","Female","442773","675158"
"GAUTENG","50-59","Male","423321","655342"
"GAUTENG","60+","Female","495313","745260"
"GAUTENG","60+","Male","379458","597429"
"GAUTENG","Unidentified","Female","290",""
"GAUTENG","Unidentified","Male","168",""
"KWAZULU-NATAL","18-34","Female","636327","1707989"
"KWAZULU-NATAL","18-34","Male","436845","1725158"
"KWAZULU-NATAL","35-49","Female","573714","1071255"
"KWAZULU-NATAL","35-49","Male","412730","951364"
"KWAZULU-NATAL","50-59","Female","301139","492136"
"KWAZULU-NATAL","50-59","Male","202720","316845"
"KWAZULU-NATAL","60+","Female","444998","624115"
"KWAZULU-NATAL","60+","Male","252864","330933"
"KWAZULU-NATAL","Unidentified","Female","361",""
"KWAZULU-NATAL","Unidentified","Male","137",""
"LIMPOPO","18-34","Female","428999","818804"
"LIMPOPO","18-34","Male","291741","833104"
"LIMPOPO","35-49","Female","376024","573264"
"LIMPOPO","35-49","Male","248790","493423"
"LIMPOPO","50-59","Female","199534","265501"
"LIMPOPO","50-59","Male","133720","165831"
"LIMPOPO","60+","Female","295156","372555"
"LIMPOPO","60+","Male","170492","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","274065","681710"
"MPUMALANGA","18-34","Male","233588","729028"
"MPUMALANGA","35-49","Female","240080","451254"
"MPUMALANGA","35-49","Male","212087","457785"
"MPUMALANGA","50-59","Female","117769","197794"
"MPUMALANGA","50-59","Male","95503","151183"
"MPUMALANGA","60+","Female","143512","224305"
"MPUMALANGA","60+","Male","103668","146461"
"MPUMALANGA","Unidentified","Female","158",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78145","174695"
"NORTHERN CAPE","18-34","Male","73846","182300"
"NORTHERN CAPE","35-49","Female","69352","118328"
"NORTHERN CAPE","35-49","Male","73263","131923"
"NORTHERN CAPE","50-59","Female","37256","57823"
"NORTHERN CAPE","50-59","Male","34681","49198"
"NORTHERN CAPE","60+","Female","45836","80820"
"NORTHERN CAPE","60+","Male","34147","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242917","547199"
"NORTH WEST","18-34","Male","200665","611287"
"NORTH WEST","35-49","Female","216093","386831"
"NORTH WEST","35-49","Male","216095","437698"
"NORTH WEST","50-59","Female","109542","173790"
"NORTH WEST","50-59","Male","108906","168889"
"NORTH WEST","60+","Female","143733","213393"
"NORTH WEST","60+","Male","108615","154160"
"NORTH WEST","Unidentified","Female","124",""
"NORTH WEST","Unidentified","Male","110",""
"WESTERN CAPE","18-34","Female","522377","1010156"
"WESTERN CAPE","18-34","Male","454101","1047625"
"WESTERN CAPE","35-49","Female","477137","744325"
"WESTERN CAPE","35-49","Male","420084","767488"
"WESTERN CAPE","50-59","Female","244851","368383"
"WESTERN CAPE","50-59","Male","212193","315766"
"WESTERN CAPE","60+","Female","320502","422288"
"WESTERN CAPE","60+","Male","238353","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","70",""
