"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"LIMPOPO","VHEMBE DM","12-17","Female","38354","12818","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31032","8829","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17615","6926","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14712","5105","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47585","18883","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36311","12322","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17255","6641","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17950","5596","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7579","3532","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6257","2697","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1723","670","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1396","508","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3636","1612","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2769","1148","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32395","13509","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26809","9923","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21529","7466","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17929","5451","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9254","3978","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8085","3279","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","826","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","638","286","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6313","2484","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5362","1926","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3046","1014","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2409","787","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4192","1714","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3657","1327","22568"
