"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14661","5624","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12546","4592","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19253","10666","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15324","7592","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8448","3072","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7454","2401","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11117","6425","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9384","4801","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13560","5341","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11177","3913","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17685","6692","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14957","4800","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26230","15721","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23238","12629","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4225","1190","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3462","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51141","21714","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41914","16711","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15194","6838","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12175","5184","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19486","10265","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15983","7774","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6684","2879","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4366","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25986","12369","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22593","10521","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13227","7878","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10431","5732","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8780","4428","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5347","2473","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12571","5138","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8266","3147","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13138","5655","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8630","3169","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14105","5813","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10217","3832","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20312","10270","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12879","5400","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14774","6326","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9108","3451","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15356","6930","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10382","4080","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23918","12731","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17230","8075","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37515","15677","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32126","11889","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37281","13064","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30724","9477","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26309","10028","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25823","8438","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38020","12684","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30823","8764","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17731","7021","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14860","5190","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47977","20105","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36827","13270","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16969","6572","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17549","5510","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7588","3710","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6293","2804","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1708","666","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1369","501","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3578","1590","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2739","1140","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32151","13526","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26708","10019","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21314","7482","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17775","5467","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9283","4093","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8170","3412","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","808","379","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","628","281","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6265","2557","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5317","1965","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3011","1004","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2366","772","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4157","1881","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3619","1427","22568"
