"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","384287","839479"
"EASTERN CAPE","18-34","Male","287788","854468"
"EASTERN CAPE","35-49","Female","366175","586430"
"EASTERN CAPE","35-49","Male","247704","522727"
"EASTERN CAPE","50-59","Female","234519","320585"
"EASTERN CAPE","50-59","Male","147198","196960"
"EASTERN CAPE","60+","Female","357582","517296"
"EASTERN CAPE","60+","Male","214810","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","91",""
"FREE STATE","18-34","Female","227470","410210"
"FREE STATE","18-34","Male","173099","419145"
"FREE STATE","35-49","Female","191765","283918"
"FREE STATE","35-49","Male","157812","266941"
"FREE STATE","50-59","Female","104089","140470"
"FREE STATE","50-59","Male","80881","105617"
"FREE STATE","60+","Female","133984","178195"
"FREE STATE","60+","Male","84054","110025"
"FREE STATE","Unidentified","Female","92",""
"FREE STATE","Unidentified","Male","56",""
"GAUTENG","18-34","Female","978967","2584852"
"GAUTENG","18-34","Male","832921","2611302"
"GAUTENG","35-49","Female","985288","1659380"
"GAUTENG","35-49","Male","920142","1782603"
"GAUTENG","50-59","Female","435076","675158"
"GAUTENG","50-59","Male","414521","655342"
"GAUTENG","60+","Female","482626","745260"
"GAUTENG","60+","Male","368384","597429"
"GAUTENG","Unidentified","Female","304",""
"GAUTENG","Unidentified","Male","190",""
"KWAZULU-NATAL","18-34","Female","619231","1707989"
"KWAZULU-NATAL","18-34","Male","425959","1725158"
"KWAZULU-NATAL","35-49","Female","563825","1071255"
"KWAZULU-NATAL","35-49","Male","404881","951364"
"KWAZULU-NATAL","50-59","Female","297704","492136"
"KWAZULU-NATAL","50-59","Male","199594","316845"
"KWAZULU-NATAL","60+","Female","435295","624115"
"KWAZULU-NATAL","60+","Male","246754","330933"
"KWAZULU-NATAL","Unidentified","Female","372",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","422719","818804"
"LIMPOPO","18-34","Male","284719","833104"
"LIMPOPO","35-49","Female","370628","573264"
"LIMPOPO","35-49","Male","244488","493423"
"LIMPOPO","50-59","Female","197478","265501"
"LIMPOPO","50-59","Male","132401","165831"
"LIMPOPO","60+","Female","289744","372555"
"LIMPOPO","60+","Male","166731","173319"
"LIMPOPO","Unidentified","Female","616",""
"LIMPOPO","Unidentified","Male","92",""
"MPUMALANGA","18-34","Female","267381","681710"
"MPUMALANGA","18-34","Male","225080","729028"
"MPUMALANGA","35-49","Female","234857","451254"
"MPUMALANGA","35-49","Male","205610","457785"
"MPUMALANGA","50-59","Female","115541","197794"
"MPUMALANGA","50-59","Male","93661","151183"
"MPUMALANGA","60+","Female","139876","224305"
"MPUMALANGA","60+","Male","100707","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","61",""
"NORTHERN CAPE","18-34","Female","76601","174695"
"NORTHERN CAPE","18-34","Male","72596","182300"
"NORTHERN CAPE","35-49","Female","68201","118328"
"NORTHERN CAPE","35-49","Male","71787","131923"
"NORTHERN CAPE","50-59","Female","36644","57823"
"NORTHERN CAPE","50-59","Male","33953","49198"
"NORTHERN CAPE","60+","Female","44403","80820"
"NORTHERN CAPE","60+","Male","32981","52458"
"NORTHERN CAPE","Unidentified","Female","22",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","240991","547199"
"NORTH WEST","18-34","Male","198852","611287"
"NORTH WEST","35-49","Female","213690","386831"
"NORTH WEST","35-49","Male","213620","437698"
"NORTH WEST","50-59","Female","108248","173790"
"NORTH WEST","50-59","Male","107399","168889"
"NORTH WEST","60+","Female","140235","213393"
"NORTH WEST","60+","Male","105561","154160"
"NORTH WEST","Unidentified","Female","127",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","521127","1010156"
"WESTERN CAPE","18-34","Male","452139","1047625"
"WESTERN CAPE","35-49","Female","472606","744325"
"WESTERN CAPE","35-49","Male","415245","767488"
"WESTERN CAPE","50-59","Female","242279","368383"
"WESTERN CAPE","50-59","Male","209422","315766"
"WESTERN CAPE","60+","Female","313186","422288"
"WESTERN CAPE","60+","Male","232426","300872"
"WESTERN CAPE","Unidentified","Female","117",""
"WESTERN CAPE","Unidentified","Male","76",""
