"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","394969","839479"
"EASTERN CAPE","18-34","Male","299150","854468"
"EASTERN CAPE","35-49","Female","370082","586430"
"EASTERN CAPE","35-49","Male","252053","522727"
"EASTERN CAPE","50-59","Female","236877","320585"
"EASTERN CAPE","50-59","Male","149244","196960"
"EASTERN CAPE","60+","Female","367423","517296"
"EASTERN CAPE","60+","Male","220649","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","69",""
"FREE STATE","18-34","Female","231684","410210"
"FREE STATE","18-34","Male","176271","419145"
"FREE STATE","35-49","Female","194395","283918"
"FREE STATE","35-49","Male","160313","266941"
"FREE STATE","50-59","Female","105485","140470"
"FREE STATE","50-59","Male","82134","105617"
"FREE STATE","60+","Female","138221","178195"
"FREE STATE","60+","Male","87123","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","47",""
"GAUTENG","18-34","Female","989222","2584852"
"GAUTENG","18-34","Male","845062","2611302"
"GAUTENG","35-49","Female","1003218","1659380"
"GAUTENG","35-49","Male","938159","1782603"
"GAUTENG","50-59","Female","444217","675158"
"GAUTENG","50-59","Male","424937","655342"
"GAUTENG","60+","Female","498415","745260"
"GAUTENG","60+","Male","382145","597429"
"GAUTENG","Unidentified","Female","275",""
"GAUTENG","Unidentified","Male","163",""
"KWAZULU-NATAL","18-34","Female","638706","1707989"
"KWAZULU-NATAL","18-34","Male","438153","1725158"
"KWAZULU-NATAL","35-49","Female","575115","1071255"
"KWAZULU-NATAL","35-49","Male","413908","951364"
"KWAZULU-NATAL","50-59","Female","301615","492136"
"KWAZULU-NATAL","50-59","Male","203179","316845"
"KWAZULU-NATAL","60+","Female","447446","624115"
"KWAZULU-NATAL","60+","Male","254346","330933"
"KWAZULU-NATAL","Unidentified","Female","354",""
"KWAZULU-NATAL","Unidentified","Male","135",""
"LIMPOPO","18-34","Female","431199","818804"
"LIMPOPO","18-34","Male","293540","833104"
"LIMPOPO","35-49","Female","377671","573264"
"LIMPOPO","35-49","Male","249933","493423"
"LIMPOPO","50-59","Female","199966","265501"
"LIMPOPO","50-59","Male","133942","165831"
"LIMPOPO","60+","Female","296502","372555"
"LIMPOPO","60+","Male","171391","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275252","681710"
"MPUMALANGA","18-34","Male","234623","729028"
"MPUMALANGA","35-49","Female","241100","451254"
"MPUMALANGA","35-49","Male","213191","457785"
"MPUMALANGA","50-59","Female","118063","197794"
"MPUMALANGA","50-59","Male","95769","151183"
"MPUMALANGA","60+","Female","144419","224305"
"MPUMALANGA","60+","Male","104352","146461"
"MPUMALANGA","Unidentified","Female","154",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78512","174695"
"NORTHERN CAPE","18-34","Male","74136","182300"
"NORTHERN CAPE","35-49","Female","69528","118328"
"NORTHERN CAPE","35-49","Male","73546","131923"
"NORTHERN CAPE","50-59","Female","37384","57823"
"NORTHERN CAPE","50-59","Male","34809","49198"
"NORTHERN CAPE","60+","Female","46139","80820"
"NORTHERN CAPE","60+","Male","34400","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243517","547199"
"NORTH WEST","18-34","Male","201399","611287"
"NORTH WEST","35-49","Female","216776","386831"
"NORTH WEST","35-49","Male","216784","437698"
"NORTH WEST","50-59","Female","109857","173790"
"NORTH WEST","50-59","Male","109170","168889"
"NORTH WEST","60+","Female","144527","213393"
"NORTH WEST","60+","Male","109370","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","109",""
"WESTERN CAPE","18-34","Female","522458","1010156"
"WESTERN CAPE","18-34","Male","454673","1047625"
"WESTERN CAPE","35-49","Female","478040","744325"
"WESTERN CAPE","35-49","Male","420804","767488"
"WESTERN CAPE","50-59","Female","245417","368383"
"WESTERN CAPE","50-59","Male","212754","315766"
"WESTERN CAPE","60+","Female","322231","422288"
"WESTERN CAPE","60+","Male","239804","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","68",""
