"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14563","5546","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12442","4551","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19280","10679","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15295","7571","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8482","3076","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7490","2409","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11161","6452","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9413","4815","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13621","5356","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11194","3916","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17753","6719","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15016","4813","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26339","15762","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23301","12637","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4245","1194","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3472","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51337","21767","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42047","16741","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15260","6872","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12214","5203","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19569","10287","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16041","7797","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6711","2887","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4375","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26098","12399","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22673","10553","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13279","7901","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10454","5739","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8820","4448","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5372","2482","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12625","5150","61538"
