"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14346","5177","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12173","4268","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19073","10477","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14943","7300","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8515","3093","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7535","2422","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11186","6450","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9440","4807","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13704","5372","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11231","3932","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17889","6760","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15110","4834","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26473","15795","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23428","12637","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4276","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3501","817","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51668","21897","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42304","16811","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15390","6925","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12286","5233","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19662","10310","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16126","7811","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6762","2908","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4412","1804","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26300","12506","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22805","10587","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13353","7911","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10506","5762","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8896","4486","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5409","2491","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12713","5186","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8355","3179","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13277","5703","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8706","3185","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14182","5788","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10234","3820","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20512","10334","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13015","5434","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14941","6352","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9213","3460","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15567","7013","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10506","4114","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24222","12884","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17411","8138","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36630","15316","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31500","11533","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37201","12883","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30609","9266","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26430","10049","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25921","8453","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38313","12783","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31020","8811","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17623","6948","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14729","5141","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47840","19402","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36551","12739","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17185","6625","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17831","5573","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7606","3657","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6319","2791","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1720","669","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1386","505","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3622","1602","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2757","1144","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32342","13501","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26785","9915","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21483","7507","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17884","5491","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9282","4021","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8095","3329","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","820","385","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","634","284","4028"
