"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154861","57500","416942"
"EASTERN CAPE","12-17","Male","127353","40923","429096"
"FREE STATE","12-17","Female","92793","44808","161705"
"FREE STATE","12-17","Male","79023","33662","162847"
"GAUTENG","12-17","Female","216482","96059","649047"
"GAUTENG","12-17","Male","177932","74216","648920"
"KWAZULU-NATAL","12-17","Female","173556","75422","647510"
"KWAZULU-NATAL","12-17","Male","122010","48143","658202"
"LIMPOPO","12-17","Female","153296","53423","352420"
"LIMPOPO","12-17","Male","131839","39599","372427"
"MPUMALANGA","12-17","Female","79793","27578","257710"
"MPUMALANGA","12-17","Male","66341","19545","259479"
"NORTHERN CAPE","12-17","Female","19751","7331","69852"
"NORTHERN CAPE","12-17","Male","15743","5420","69047"
"NORTH WEST","12-17","Female","83999","30415","221385"
"NORTH WEST","12-17","Male","70006","22322","223092"
"WESTERN CAPE","12-17","Female","70532","28682","320269"
"WESTERN CAPE","12-17","Male","60459","24073","322848"
