"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154315","56035","416942"
"EASTERN CAPE","12-17","Male","126779","39553","429096"
"FREE STATE","12-17","Female","92883","44472","161705"
"FREE STATE","12-17","Male","79091","33322","162847"
"GAUTENG","12-17","Female","216996","96134","649047"
"GAUTENG","12-17","Male","178317","74188","648920"
"KWAZULU-NATAL","12-17","Female","173357","74103","647510"
"KWAZULU-NATAL","12-17","Male","121889","47399","658202"
"LIMPOPO","12-17","Female","152706","52792","352420"
"LIMPOPO","12-17","Male","131610","39289","372427"
"MPUMALANGA","12-17","Female","79494","27218","257710"
"MPUMALANGA","12-17","Male","66218","19319","259479"
"NORTHERN CAPE","12-17","Female","19302","6825","69852"
"NORTHERN CAPE","12-17","Male","15384","5041","69047"
"NORTH WEST","12-17","Female","84133","30322","221385"
"NORTH WEST","12-17","Male","70092","22221","223092"
"WESTERN CAPE","12-17","Female","70594","28611","320269"
"WESTERN CAPE","12-17","Male","60500","24016","322848"
