"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154961","55794","416942"
"EASTERN CAPE","12-17","Male","127257","39344","429096"
"FREE STATE","12-17","Female","93255","44251","161705"
"FREE STATE","12-17","Male","79370","33138","162847"
"GAUTENG","12-17","Female","217836","95453","649047"
"GAUTENG","12-17","Male","178942","73575","648920"
"KWAZULU-NATAL","12-17","Female","173515","73088","647510"
"KWAZULU-NATAL","12-17","Male","122037","46898","658202"
"LIMPOPO","12-17","Female","153168","52338","352420"
"LIMPOPO","12-17","Male","131982","38931","372427"
"MPUMALANGA","12-17","Female","79559","27004","257710"
"MPUMALANGA","12-17","Male","66264","19137","259479"
"NORTHERN CAPE","12-17","Female","19145","6558","69852"
"NORTHERN CAPE","12-17","Male","15293","4855","69047"
"NORTH WEST","12-17","Female","84521","30280","221385"
"NORTH WEST","12-17","Male","70333","22098","223092"
"WESTERN CAPE","12-17","Female","71051","28416","320269"
"WESTERN CAPE","12-17","Male","60737","23823","322848"
