"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","386358","839479"
"EASTERN CAPE","18-34","Male","289594","854468"
"EASTERN CAPE","35-49","Female","367330","586430"
"EASTERN CAPE","35-49","Male","248839","522727"
"EASTERN CAPE","50-59","Female","234978","320585"
"EASTERN CAPE","50-59","Male","147688","196960"
"EASTERN CAPE","60+","Female","359117","517296"
"EASTERN CAPE","60+","Male","215810","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228485","410210"
"FREE STATE","18-34","Male","173946","419145"
"FREE STATE","35-49","Female","192498","283918"
"FREE STATE","35-49","Male","158387","266941"
"FREE STATE","50-59","Female","104348","140470"
"FREE STATE","50-59","Male","81134","105617"
"FREE STATE","60+","Female","134676","178195"
"FREE STATE","60+","Male","84588","110025"
"FREE STATE","Unidentified","Female","88",""
"FREE STATE","Unidentified","Male","54",""
"GAUTENG","18-34","Female","982056","2584852"
"GAUTENG","18-34","Male","837133","2611302"
"GAUTENG","35-49","Female","988797","1659380"
"GAUTENG","35-49","Male","924369","1782603"
"GAUTENG","50-59","Female","436489","675158"
"GAUTENG","50-59","Male","416392","655342"
"GAUTENG","60+","Female","484908","745260"
"GAUTENG","60+","Male","370444","597429"
"GAUTENG","Unidentified","Female","303",""
"GAUTENG","Unidentified","Male","183",""
"KWAZULU-NATAL","18-34","Female","624893","1707989"
"KWAZULU-NATAL","18-34","Male","429600","1725158"
"KWAZULU-NATAL","35-49","Female","566522","1071255"
"KWAZULU-NATAL","35-49","Male","407339","951364"
"KWAZULU-NATAL","50-59","Female","298561","492136"
"KWAZULU-NATAL","50-59","Male","200433","316845"
"KWAZULU-NATAL","60+","Female","437243","624115"
"KWAZULU-NATAL","60+","Male","247980","330933"
"KWAZULU-NATAL","Unidentified","Female","375",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","423914","818804"
"LIMPOPO","18-34","Male","286198","833104"
"LIMPOPO","35-49","Female","371623","573264"
"LIMPOPO","35-49","Male","245424","493423"
"LIMPOPO","50-59","Female","197791","265501"
"LIMPOPO","50-59","Male","132608","165831"
"LIMPOPO","60+","Female","290842","372555"
"LIMPOPO","60+","Male","167514","173319"
"LIMPOPO","Unidentified","Female","613",""
"LIMPOPO","Unidentified","Male","90",""
"MPUMALANGA","18-34","Female","269785","681710"
"MPUMALANGA","18-34","Male","228298","729028"
"MPUMALANGA","35-49","Female","236381","451254"
"MPUMALANGA","35-49","Male","207587","457785"
"MPUMALANGA","50-59","Female","116044","197794"
"MPUMALANGA","50-59","Male","94194","151183"
"MPUMALANGA","60+","Female","140703","224305"
"MPUMALANGA","60+","Male","101406","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","77317","174695"
"NORTHERN CAPE","18-34","Male","73280","182300"
"NORTHERN CAPE","35-49","Female","68696","118328"
"NORTHERN CAPE","35-49","Male","72340","131923"
"NORTHERN CAPE","50-59","Female","36898","57823"
"NORTHERN CAPE","50-59","Male","34205","49198"
"NORTHERN CAPE","60+","Female","44781","80820"
"NORTHERN CAPE","60+","Male","33269","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241717","547199"
"NORTH WEST","18-34","Male","199552","611287"
"NORTH WEST","35-49","Female","214371","386831"
"NORTH WEST","35-49","Male","214304","437698"
"NORTH WEST","50-59","Female","108550","173790"
"NORTH WEST","50-59","Male","107745","168889"
"NORTH WEST","60+","Female","140872","213393"
"NORTH WEST","60+","Male","106149","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521865","1010156"
"WESTERN CAPE","18-34","Male","453079","1047625"
"WESTERN CAPE","35-49","Female","473770","744325"
"WESTERN CAPE","35-49","Male","416422","767488"
"WESTERN CAPE","50-59","Female","242708","368383"
"WESTERN CAPE","50-59","Male","210034","315766"
"WESTERN CAPE","60+","Female","314552","422288"
"WESTERN CAPE","60+","Male","233522","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","74",""
