"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","827020","0","86628","913648"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","448735","0","58552","507287"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1337846","0","145231","1483077"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1093331","0","114218","1207549"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1014063","0","88952","1103015"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","760428","0","73726","834154"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","199061","0","18023","217084"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","670823","0","77256","748079"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","635620","0","83171","718791"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60848","0","24220","85068"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137188","0","65356","202544"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94468","0","40020","134488"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21880","0","7150","29030"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94511","0","61527","156038"
"Pfizer","National","eastern cape","Adults","1299716","1080645","153160","2533521"
"Pfizer","National","eastern cape","12-17 Years","234191","53509","0","287700"
"Pfizer","National","free state","12-17 Years","157522","58309","0","215831"
"Pfizer","National","free state","Adults","652389","567467","95286","1315142"
"Pfizer","National","gauteng","12-17 Years","364492","133148","6","497646"
"Pfizer","National","gauteng","Adults","3808742","3273030","516275","7598047"
"Pfizer","National","kwazulu-natal","Adults","1901162","1564849","240987","3706998"
"Pfizer","National","kwazulu-natal","12-17 Years","234137","70574","4","304715"
"Pfizer","National","limpopo","Adults","1011070","844104","115024","1970198"
"Pfizer","National","limpopo","12-17 Years","227204","61564","0","288768"
"Pfizer","National","mpumalanga","12-17 Years","124562","29846","0","154408"
"Pfizer","National","mpumalanga","Adults","548761","448244","69314","1066319"
"Pfizer","National","northern cape","12-17 Years","24500","7492","0","31992"
"Pfizer","National","northern cape","Adults","217229","185136","23419","425784"
"Pfizer","National","north west","12-17 Years","141625","38509","0","180134"
"Pfizer","National","north west","Adults","603675","518802","80824","1203301"
"Pfizer","National","western cape","12-17 Years","129915","47788","1","177704"
"Pfizer","National","western cape","Adults","2084691","1821638","388472","4294801"
