"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","160970","66983","416942"
"EASTERN CAPE","12-17","Male","133453","49328","429096"
"FREE STATE","12-17","Female","92167","45627","161705"
"FREE STATE","12-17","Male","78706","34456","162847"
"GAUTENG","12-17","Female","212990","95907","649047"
"GAUTENG","12-17","Male","175377","74438","648920"
"KWAZULU-NATAL","12-17","Female","173368","81645","647510"
"KWAZULU-NATAL","12-17","Male","122081","52079","658202"
"LIMPOPO","12-17","Female","156394","56889","352420"
"LIMPOPO","12-17","Male","134088","42303","372427"
"MPUMALANGA","12-17","Female","81306","30947","257710"
"MPUMALANGA","12-17","Male","67083","21609","259479"
"NORTHERN CAPE","12-17","Female","20354","8529","69852"
"NORTHERN CAPE","12-17","Male","16259","6297","69047"
"NORTH WEST","12-17","Female","82478","30272","221385"
"NORTH WEST","12-17","Male","68892","22471","223092"
"WESTERN CAPE","12-17","Female","71283","29427","320269"
"WESTERN CAPE","12-17","Male","61285","24760","322848"
