"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","396545","839479"
"EASTERN CAPE","18-34","Male","302973","854468"
"EASTERN CAPE","35-49","Female","370695","586430"
"EASTERN CAPE","35-49","Male","252822","522727"
"EASTERN CAPE","50-59","Female","237250","320585"
"EASTERN CAPE","50-59","Male","149513","196960"
"EASTERN CAPE","60+","Female","369382","517296"
"EASTERN CAPE","60+","Male","221814","261598"
"EASTERN CAPE","Unidentified","Female","293",""
"EASTERN CAPE","Unidentified","Male","67",""
"FREE STATE","18-34","Female","232118","410210"
"FREE STATE","18-34","Male","176583","419145"
"FREE STATE","35-49","Female","194678","283918"
"FREE STATE","35-49","Male","160543","266941"
"FREE STATE","50-59","Female","105613","140470"
"FREE STATE","50-59","Male","82350","105617"
"FREE STATE","60+","Female","138962","178195"
"FREE STATE","60+","Male","87626","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","46",""
"GAUTENG","18-34","Female","990932","2584852"
"GAUTENG","18-34","Male","846961","2611302"
"GAUTENG","35-49","Female","1006183","1659380"
"GAUTENG","35-49","Male","941000","1782603"
"GAUTENG","50-59","Female","445933","675158"
"GAUTENG","50-59","Male","426504","655342"
"GAUTENG","60+","Female","501260","745260"
"GAUTENG","60+","Male","384636","597429"
"GAUTENG","Unidentified","Female","270",""
"GAUTENG","Unidentified","Male","158",""
"KWAZULU-NATAL","18-34","Female","640062","1707989"
"KWAZULU-NATAL","18-34","Male","438936","1725158"
"KWAZULU-NATAL","35-49","Female","575997","1071255"
"KWAZULU-NATAL","35-49","Male","414698","951364"
"KWAZULU-NATAL","50-59","Female","301990","492136"
"KWAZULU-NATAL","50-59","Male","203757","316845"
"KWAZULU-NATAL","60+","Female","449859","624115"
"KWAZULU-NATAL","60+","Male","255667","330933"
"KWAZULU-NATAL","Unidentified","Female","352",""
"KWAZULU-NATAL","Unidentified","Male","131",""
"LIMPOPO","18-34","Female","432485","818804"
"LIMPOPO","18-34","Male","294643","833104"
"LIMPOPO","35-49","Female","378754","573264"
"LIMPOPO","35-49","Male","250690","493423"
"LIMPOPO","50-59","Female","200351","265501"
"LIMPOPO","50-59","Male","134153","165831"
"LIMPOPO","60+","Female","297738","372555"
"LIMPOPO","60+","Male","172178","173319"
"LIMPOPO","Unidentified","Female","604",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275822","681710"
"MPUMALANGA","18-34","Male","235059","729028"
"MPUMALANGA","35-49","Female","241752","451254"
"MPUMALANGA","35-49","Male","213903","457785"
"MPUMALANGA","50-59","Female","118437","197794"
"MPUMALANGA","50-59","Male","96057","151183"
"MPUMALANGA","60+","Female","145199","224305"
"MPUMALANGA","60+","Male","104918","146461"
"MPUMALANGA","Unidentified","Female","153",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78638","174695"
"NORTHERN CAPE","18-34","Male","74198","182300"
"NORTHERN CAPE","35-49","Female","69720","118328"
"NORTHERN CAPE","35-49","Male","73715","131923"
"NORTHERN CAPE","50-59","Female","37465","57823"
"NORTHERN CAPE","50-59","Male","34964","49198"
"NORTHERN CAPE","60+","Female","46441","80820"
"NORTHERN CAPE","60+","Male","34615","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","244152","547199"
"NORTH WEST","18-34","Male","202088","611287"
"NORTH WEST","35-49","Female","217268","386831"
"NORTH WEST","35-49","Male","217244","437698"
"NORTH WEST","50-59","Female","110221","173790"
"NORTH WEST","50-59","Male","109489","168889"
"NORTH WEST","60+","Female","145279","213393"
"NORTH WEST","60+","Male","110036","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","522254","1010156"
"WESTERN CAPE","18-34","Male","454983","1047625"
"WESTERN CAPE","35-49","Female","478832","744325"
"WESTERN CAPE","35-49","Male","421647","767488"
"WESTERN CAPE","50-59","Female","245962","368383"
"WESTERN CAPE","50-59","Male","213216","315766"
"WESTERN CAPE","60+","Female","323832","422288"
"WESTERN CAPE","60+","Male","241137","300872"
"WESTERN CAPE","Unidentified","Female","111",""
"WESTERN CAPE","Unidentified","Male","68",""
