"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","152366","50703","416942"
"EASTERN CAPE","12-17","Male","124159","35235","429096"
"FREE STATE","12-17","Female","92725","42277","161705"
"FREE STATE","12-17","Male","78684","31559","162847"
"GAUTENG","12-17","Female","215094","91833","649047"
"GAUTENG","12-17","Male","176354","70450","648920"
"KWAZULU-NATAL","12-17","Female","165109","66021","647510"
"KWAZULU-NATAL","12-17","Male","115814","41943","658202"
"LIMPOPO","12-17","Female","145523","47666","352420"
"LIMPOPO","12-17","Male","122887","35237","372427"
"MPUMALANGA","12-17","Female","77812","24464","257710"
"MPUMALANGA","12-17","Male","64609","17548","259479"
"NORTHERN CAPE","12-17","Female","18132","5789","69852"
"NORTHERN CAPE","12-17","Male","14544","4343","69047"
"NORTH WEST","12-17","Female","83738","28904","221385"
"NORTH WEST","12-17","Male","69567","20869","223092"
"WESTERN CAPE","12-17","Female","70771","27647","320269"
"WESTERN CAPE","12-17","Male","60339","23032","322848"
