"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","396336","839479"
"EASTERN CAPE","18-34","Male","302670","854468"
"EASTERN CAPE","35-49","Female","370627","586430"
"EASTERN CAPE","35-49","Male","252703","522727"
"EASTERN CAPE","50-59","Female","237200","320585"
"EASTERN CAPE","50-59","Male","149480","196960"
"EASTERN CAPE","60+","Female","368929","517296"
"EASTERN CAPE","60+","Male","221537","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","67",""
"FREE STATE","18-34","Female","232059","410210"
"FREE STATE","18-34","Male","176542","419145"
"FREE STATE","35-49","Female","194675","283918"
"FREE STATE","35-49","Male","160502","266941"
"FREE STATE","50-59","Female","105596","140470"
"FREE STATE","50-59","Male","82321","105617"
"FREE STATE","60+","Female","138791","178195"
"FREE STATE","60+","Male","87512","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","46",""
"GAUTENG","18-34","Female","990884","2584852"
"GAUTENG","18-34","Male","846873","2611302"
"GAUTENG","35-49","Female","1005716","1659380"
"GAUTENG","35-49","Male","940546","1782603"
"GAUTENG","50-59","Female","445632","675158"
"GAUTENG","50-59","Male","426211","655342"
"GAUTENG","60+","Female","500683","745260"
"GAUTENG","60+","Male","384133","597429"
"GAUTENG","Unidentified","Female","269",""
"GAUTENG","Unidentified","Male","158",""
"KWAZULU-NATAL","18-34","Female","640013","1707989"
"KWAZULU-NATAL","18-34","Male","438914","1725158"
"KWAZULU-NATAL","35-49","Female","575887","1071255"
"KWAZULU-NATAL","35-49","Male","414636","951364"
"KWAZULU-NATAL","50-59","Female","301932","492136"
"KWAZULU-NATAL","50-59","Male","203618","316845"
"KWAZULU-NATAL","60+","Female","449372","624115"
"KWAZULU-NATAL","60+","Male","255386","330933"
"KWAZULU-NATAL","Unidentified","Female","353",""
"KWAZULU-NATAL","Unidentified","Male","132",""
"LIMPOPO","18-34","Female","432302","818804"
"LIMPOPO","18-34","Male","294479","833104"
"LIMPOPO","35-49","Female","378606","573264"
"LIMPOPO","35-49","Male","250542","493423"
"LIMPOPO","50-59","Female","200278","265501"
"LIMPOPO","50-59","Male","134069","165831"
"LIMPOPO","60+","Female","297446","372555"
"LIMPOPO","60+","Male","172041","173319"
"LIMPOPO","Unidentified","Female","604",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275726","681710"
"MPUMALANGA","18-34","Male","235018","729028"
"MPUMALANGA","35-49","Female","241645","451254"
"MPUMALANGA","35-49","Male","213776","457785"
"MPUMALANGA","50-59","Female","118390","197794"
"MPUMALANGA","50-59","Male","96031","151183"
"MPUMALANGA","60+","Female","145013","224305"
"MPUMALANGA","60+","Male","104779","146461"
"MPUMALANGA","Unidentified","Female","153",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78629","174695"
"NORTHERN CAPE","18-34","Male","74201","182300"
"NORTHERN CAPE","35-49","Female","69694","118328"
"NORTHERN CAPE","35-49","Male","73706","131923"
"NORTHERN CAPE","50-59","Female","37462","57823"
"NORTHERN CAPE","50-59","Male","34923","49198"
"NORTHERN CAPE","60+","Female","46373","80820"
"NORTHERN CAPE","60+","Male","34583","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","244055","547199"
"NORTH WEST","18-34","Male","202036","611287"
"NORTH WEST","35-49","Female","217204","386831"
"NORTH WEST","35-49","Male","217201","437698"
"NORTH WEST","50-59","Female","110181","173790"
"NORTH WEST","50-59","Male","109432","168889"
"NORTH WEST","60+","Female","145129","213393"
"NORTH WEST","60+","Male","109893","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","522319","1010156"
"WESTERN CAPE","18-34","Male","455116","1047625"
"WESTERN CAPE","35-49","Female","478687","744325"
"WESTERN CAPE","35-49","Male","421384","767488"
"WESTERN CAPE","50-59","Female","245852","368383"
"WESTERN CAPE","50-59","Male","213131","315766"
"WESTERN CAPE","60+","Female","323526","422288"
"WESTERN CAPE","60+","Male","240888","300872"
"WESTERN CAPE","Unidentified","Female","111",""
"WESTERN CAPE","Unidentified","Male","68",""
