"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14612","5612","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12521","4590","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19192","10655","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15314","7599","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8422","3062","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7419","2395","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11086","6410","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9359","4803","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13526","5339","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11166","3911","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17609","6668","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14906","4787","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26115","15775","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23148","12672","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4201","1185","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3451","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50998","21674","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41835","16690","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15144","6813","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12125","5171","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19411","10243","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15934","7763","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6661","2871","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4359","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25907","12332","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22501","10488","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13197","7858","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10398","5722","34556"
