"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","13985","4561","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11808","3790","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18968","10195","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14717","7049","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8537","3065","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7557","2360","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11235","6424","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9485","4766","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13775","5282","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11273","3863","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17990","6746","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15197","4819","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26530","15600","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23514","12469","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4294","1197","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3518","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52074","22025","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42524","16808","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15518","6978","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12370","5265","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19761","10302","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16208","7806","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6825","2917","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4425","1801","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26433","12567","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22882","10623","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13431","7933","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10576","5755","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8958","4487","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5449","2492","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12805","5220","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8393","3196","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13323","5671","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8727","3167","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14178","5805","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10207","3808","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20611","10262","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13101","5416","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15046","6379","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9290","3476","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15713","7062","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10585","4137","48520"
