"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","396973","839479"
"EASTERN CAPE","18-34","Male","303452","854468"
"EASTERN CAPE","35-49","Female","370720","586430"
"EASTERN CAPE","35-49","Male","252944","522727"
"EASTERN CAPE","50-59","Female","237459","320585"
"EASTERN CAPE","50-59","Male","149649","196960"
"EASTERN CAPE","60+","Female","370007","517296"
"EASTERN CAPE","60+","Male","222195","261598"
"EASTERN CAPE","Unidentified","Female","292",""
"EASTERN CAPE","Unidentified","Male","66",""
"FREE STATE","18-34","Female","232190","410210"
"FREE STATE","18-34","Male","176666","419145"
"FREE STATE","35-49","Female","194788","283918"
"FREE STATE","35-49","Male","160638","266941"
"FREE STATE","50-59","Female","105707","140470"
"FREE STATE","50-59","Male","82402","105617"
"FREE STATE","60+","Female","139217","178195"
"FREE STATE","60+","Male","87834","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","46",""
"GAUTENG","18-34","Female","991079","2584852"
"GAUTENG","18-34","Male","847153","2611302"
"GAUTENG","35-49","Female","1007142","1659380"
"GAUTENG","35-49","Male","941819","1782603"
"GAUTENG","50-59","Female","446490","675158"
"GAUTENG","50-59","Male","427152","655342"
"GAUTENG","60+","Female","502340","745260"
"GAUTENG","60+","Male","385544","597429"
"GAUTENG","Unidentified","Female","270",""
"GAUTENG","Unidentified","Male","159",""
"KWAZULU-NATAL","18-34","Female","640322","1707989"
"KWAZULU-NATAL","18-34","Male","439022","1725158"
"KWAZULU-NATAL","35-49","Female","576286","1071255"
"KWAZULU-NATAL","35-49","Male","414935","951364"
"KWAZULU-NATAL","50-59","Female","302192","492136"
"KWAZULU-NATAL","50-59","Male","203958","316845"
"KWAZULU-NATAL","60+","Female","450667","624115"
"KWAZULU-NATAL","60+","Male","256178","330933"
"KWAZULU-NATAL","Unidentified","Female","352",""
"KWAZULU-NATAL","Unidentified","Male","127",""
"LIMPOPO","18-34","Female","432705","818804"
"LIMPOPO","18-34","Male","294960","833104"
"LIMPOPO","35-49","Female","379153","573264"
"LIMPOPO","35-49","Male","250859","493423"
"LIMPOPO","50-59","Female","200480","265501"
"LIMPOPO","50-59","Male","134252","165831"
"LIMPOPO","60+","Female","298150","372555"
"LIMPOPO","60+","Male","172480","173319"
"LIMPOPO","Unidentified","Female","604",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275956","681710"
"MPUMALANGA","18-34","Male","235185","729028"
"MPUMALANGA","35-49","Female","241932","451254"
"MPUMALANGA","35-49","Male","214117","457785"
"MPUMALANGA","50-59","Female","118593","197794"
"MPUMALANGA","50-59","Male","96122","151183"
"MPUMALANGA","60+","Female","145473","224305"
"MPUMALANGA","60+","Male","105157","146461"
"MPUMALANGA","Unidentified","Female","153",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78657","174695"
"NORTHERN CAPE","18-34","Male","74185","182300"
"NORTHERN CAPE","35-49","Female","69753","118328"
"NORTHERN CAPE","35-49","Male","73774","131923"
"NORTHERN CAPE","50-59","Female","37519","57823"
"NORTHERN CAPE","50-59","Male","34986","49198"
"NORTHERN CAPE","60+","Female","46538","80820"
"NORTHERN CAPE","60+","Male","34704","52458"
"NORTHERN CAPE","Unidentified","Female","12",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","244390","547199"
"NORTH WEST","18-34","Male","202273","611287"
"NORTH WEST","35-49","Female","217365","386831"
"NORTH WEST","35-49","Male","217372","437698"
"NORTH WEST","50-59","Female","110361","173790"
"NORTH WEST","50-59","Male","109632","168889"
"NORTH WEST","60+","Female","145534","213393"
"NORTH WEST","60+","Male","110261","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","522147","1010156"
"WESTERN CAPE","18-34","Male","454982","1047625"
"WESTERN CAPE","35-49","Female","479135","744325"
"WESTERN CAPE","35-49","Male","421944","767488"
"WESTERN CAPE","50-59","Female","246211","368383"
"WESTERN CAPE","50-59","Male","213401","315766"
"WESTERN CAPE","60+","Female","324392","422288"
"WESTERN CAPE","60+","Male","241609","300872"
"WESTERN CAPE","Unidentified","Female","112",""
"WESTERN CAPE","Unidentified","Male","65",""
