"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","373054","839479"
"EASTERN CAPE","18-34","Male","277154","854468"
"EASTERN CAPE","35-49","Female","362066","586430"
"EASTERN CAPE","35-49","Male","243820","522727"
"EASTERN CAPE","50-59","Female","232988","320585"
"EASTERN CAPE","50-59","Male","145679","196960"
"EASTERN CAPE","60+","Female","352612","517296"
"EASTERN CAPE","60+","Male","211665","261598"
"EASTERN CAPE","Unidentified","Female","321",""
"EASTERN CAPE","Unidentified","Male","98",""
"FREE STATE","18-34","Female","221999","410210"
"FREE STATE","18-34","Male","168194","419145"
"FREE STATE","35-49","Female","189036","283918"
"FREE STATE","35-49","Male","155076","266941"
"FREE STATE","50-59","Female","103257","140470"
"FREE STATE","50-59","Male","79868","105617"
"FREE STATE","60+","Female","132027","178195"
"FREE STATE","60+","Male","82704","110025"
"FREE STATE","Unidentified","Female","95",""
"FREE STATE","Unidentified","Male","64",""
"GAUTENG","18-34","Female","956927","2584852"
"GAUTENG","18-34","Male","809525","2611302"
"GAUTENG","35-49","Female","970335","1659380"
"GAUTENG","35-49","Male","903730","1782603"
"GAUTENG","50-59","Female","429631","675158"
"GAUTENG","50-59","Male","407777","655342"
"GAUTENG","60+","Female","475608","745260"
"GAUTENG","60+","Male","362313","597429"
"GAUTENG","Unidentified","Female","314",""
"GAUTENG","Unidentified","Male","202",""
"KWAZULU-NATAL","18-34","Female","590641","1707989"
"KWAZULU-NATAL","18-34","Male","408234","1725158"
"KWAZULU-NATAL","35-49","Female","551922","1071255"
"KWAZULU-NATAL","35-49","Male","395319","951364"
"KWAZULU-NATAL","50-59","Female","294005","492136"
"KWAZULU-NATAL","50-59","Male","196571","316845"
"KWAZULU-NATAL","60+","Female","429753","624115"
"KWAZULU-NATAL","60+","Male","243214","330933"
"KWAZULU-NATAL","Unidentified","Female","387",""
"KWAZULU-NATAL","Unidentified","Male","143",""
"LIMPOPO","18-34","Female","412066","818804"
"LIMPOPO","18-34","Male","275267","833104"
"LIMPOPO","35-49","Female","365936","573264"
"LIMPOPO","35-49","Male","240089","493423"
"LIMPOPO","50-59","Female","195998","265501"
"LIMPOPO","50-59","Male","131065","165831"
"LIMPOPO","60+","Female","285862","372555"
"LIMPOPO","60+","Male","164265","173319"
"LIMPOPO","Unidentified","Female","633",""
"LIMPOPO","Unidentified","Male","99",""
"MPUMALANGA","18-34","Female","258296","681710"
"MPUMALANGA","18-34","Male","214442","729028"
"MPUMALANGA","35-49","Female","229305","451254"
"MPUMALANGA","35-49","Male","198422","457785"
"MPUMALANGA","50-59","Female","113603","197794"
"MPUMALANGA","50-59","Male","91633","151183"
"MPUMALANGA","60+","Female","137534","224305"
"MPUMALANGA","60+","Male","98786","146461"
"MPUMALANGA","Unidentified","Female","163",""
"MPUMALANGA","Unidentified","Male","66",""
"NORTHERN CAPE","18-34","Female","74463","174695"
"NORTHERN CAPE","18-34","Male","70638","182300"
"NORTHERN CAPE","35-49","Female","67054","118328"
"NORTHERN CAPE","35-49","Male","70547","131923"
"NORTHERN CAPE","50-59","Female","36173","57823"
"NORTHERN CAPE","50-59","Male","33442","49198"
"NORTHERN CAPE","60+","Female","43572","80820"
"NORTHERN CAPE","60+","Male","32296","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","235934","547199"
"NORTH WEST","18-34","Male","193917","611287"
"NORTH WEST","35-49","Female","210477","386831"
"NORTH WEST","35-49","Male","210346","437698"
"NORTH WEST","50-59","Female","107181","173790"
"NORTH WEST","50-59","Male","105970","168889"
"NORTH WEST","60+","Female","138088","213393"
"NORTH WEST","60+","Male","103622","154160"
"NORTH WEST","Unidentified","Female","131",""
"NORTH WEST","Unidentified","Male","118",""
"WESTERN CAPE","18-34","Female","514513","1010156"
"WESTERN CAPE","18-34","Male","444227","1047625"
"WESTERN CAPE","35-49","Female","468451","744325"
"WESTERN CAPE","35-49","Male","410552","767488"
"WESTERN CAPE","50-59","Female","240297","368383"
"WESTERN CAPE","50-59","Male","207308","315766"
"WESTERN CAPE","60+","Female","309753","422288"
"WESTERN CAPE","60+","Male","229576","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","79",""
