"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14647","5621","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12540","4591","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19247","10674","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15330","7603","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8441","3067","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7442","2399","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11110","6415","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9380","4802","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13552","5342","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11178","3913","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17659","6687","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14940","4798","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26188","15746","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23216","12651","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4217","1188","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3459","813","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51100","21705","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41892","16710","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15178","6834","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12160","5181","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19464","10256","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15967","7764","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6677","2875","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4365","1801","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25969","12372","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22567","10516","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13222","7874","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10425","5730","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8769","4422","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5340","2469","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12549","5127","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8260","3144","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13128","5651","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8620","3169","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14097","5811","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10211","3833","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20275","10262","47511"
