"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","384831","839479"
"EASTERN CAPE","18-34","Male","288369","854468"
"EASTERN CAPE","35-49","Female","366418","586430"
"EASTERN CAPE","35-49","Male","248031","522727"
"EASTERN CAPE","50-59","Female","234629","320585"
"EASTERN CAPE","50-59","Male","147310","196960"
"EASTERN CAPE","60+","Female","357956","517296"
"EASTERN CAPE","60+","Male","215035","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","91",""
"FREE STATE","18-34","Female","227750","410210"
"FREE STATE","18-34","Male","173332","419145"
"FREE STATE","35-49","Female","191960","283918"
"FREE STATE","35-49","Male","158006","266941"
"FREE STATE","50-59","Female","104174","140470"
"FREE STATE","50-59","Male","80932","105617"
"FREE STATE","60+","Female","134178","178195"
"FREE STATE","60+","Male","84217","110025"
"FREE STATE","Unidentified","Female","91",""
"FREE STATE","Unidentified","Male","56",""
"GAUTENG","18-34","Female","980055","2584852"
"GAUTENG","18-34","Male","834314","2611302"
"GAUTENG","35-49","Female","986312","1659380"
"GAUTENG","35-49","Male","921466","1782603"
"GAUTENG","50-59","Female","435573","675158"
"GAUTENG","50-59","Male","415085","655342"
"GAUTENG","60+","Female","483234","745260"
"GAUTENG","60+","Male","368964","597429"
"GAUTENG","Unidentified","Female","303",""
"GAUTENG","Unidentified","Male","188",""
"KWAZULU-NATAL","18-34","Female","620661","1707989"
"KWAZULU-NATAL","18-34","Male","426926","1725158"
"KWAZULU-NATAL","35-49","Female","564546","1071255"
"KWAZULU-NATAL","35-49","Male","405529","951364"
"KWAZULU-NATAL","50-59","Female","297929","492136"
"KWAZULU-NATAL","50-59","Male","199828","316845"
"KWAZULU-NATAL","60+","Female","435868","624115"
"KWAZULU-NATAL","60+","Male","247123","330933"
"KWAZULU-NATAL","Unidentified","Female","371",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","423103","818804"
"LIMPOPO","18-34","Male","285103","833104"
"LIMPOPO","35-49","Female","370890","573264"
"LIMPOPO","35-49","Male","244754","493423"
"LIMPOPO","50-59","Female","197581","265501"
"LIMPOPO","50-59","Male","132482","165831"
"LIMPOPO","60+","Female","290074","372555"
"LIMPOPO","60+","Male","166937","173319"
"LIMPOPO","Unidentified","Female","615",""
"LIMPOPO","Unidentified","Male","92",""
"MPUMALANGA","18-34","Female","267955","681710"
"MPUMALANGA","18-34","Male","225965","729028"
"MPUMALANGA","35-49","Female","235260","451254"
"MPUMALANGA","35-49","Male","206143","457785"
"MPUMALANGA","50-59","Female","115646","197794"
"MPUMALANGA","50-59","Male","93798","151183"
"MPUMALANGA","60+","Female","140115","224305"
"MPUMALANGA","60+","Male","100916","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","60",""
"NORTHERN CAPE","18-34","Female","76857","174695"
"NORTHERN CAPE","18-34","Male","72787","182300"
"NORTHERN CAPE","35-49","Female","68323","118328"
"NORTHERN CAPE","35-49","Male","71937","131923"
"NORTHERN CAPE","50-59","Female","36729","57823"
"NORTHERN CAPE","50-59","Male","34027","49198"
"NORTHERN CAPE","60+","Female","44521","80820"
"NORTHERN CAPE","60+","Male","33061","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241231","547199"
"NORTH WEST","18-34","Male","199078","611287"
"NORTH WEST","35-49","Female","213902","386831"
"NORTH WEST","35-49","Male","213816","437698"
"NORTH WEST","50-59","Female","108321","173790"
"NORTH WEST","50-59","Male","107494","168889"
"NORTH WEST","60+","Female","140441","213393"
"NORTH WEST","60+","Male","105723","154160"
"NORTH WEST","Unidentified","Female","127",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","521267","1010156"
"WESTERN CAPE","18-34","Male","452367","1047625"
"WESTERN CAPE","35-49","Female","472957","744325"
"WESTERN CAPE","35-49","Male","415560","767488"
"WESTERN CAPE","50-59","Female","242389","368383"
"WESTERN CAPE","50-59","Male","209567","315766"
"WESTERN CAPE","60+","Female","313575","422288"
"WESTERN CAPE","60+","Male","232751","300872"
"WESTERN CAPE","Unidentified","Female","117",""
"WESTERN CAPE","Unidentified","Male","75",""
