"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","154734","55825","416942"
"EASTERN CAPE","12-17","Male","127103","39379","429096"
"FREE STATE","12-17","Female","93173","44345","161705"
"FREE STATE","12-17","Male","79295","33225","162847"
"GAUTENG","12-17","Female","217604","95624","649047"
"GAUTENG","12-17","Male","178769","73764","648920"
"KWAZULU-NATAL","12-17","Female","173387","73358","647510"
"KWAZULU-NATAL","12-17","Male","121916","47015","658202"
"LIMPOPO","12-17","Female","153036","52434","352420"
"LIMPOPO","12-17","Male","131876","38997","372427"
"MPUMALANGA","12-17","Female","79523","27056","257710"
"MPUMALANGA","12-17","Male","66242","19173","259479"
"NORTHERN CAPE","12-17","Female","19188","6648","69852"
"NORTHERN CAPE","12-17","Male","15309","4901","69047"
"NORTH WEST","12-17","Female","84431","30307","221385"
"NORTH WEST","12-17","Male","70298","22164","223092"
"WESTERN CAPE","12-17","Female","70909","28462","320269"
"WESTERN CAPE","12-17","Male","60706","23878","322848"
