"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14672","5618","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12561","4592","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19274","10678","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15337","7589","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8455","3072","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7462","2403","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11124","6433","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9389","4803","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13577","5345","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11183","3914","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17704","6698","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14977","4808","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26261","15738","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23267","12632","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4230","1192","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3463","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51197","21733","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41957","16725","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15207","6846","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12183","5188","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19509","10274","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16005","7788","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6688","2879","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4369","1801","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26029","12389","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22617","10532","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13240","7889","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10439","5736","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8791","4436","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5355","2477","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12597","5143","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8275","3150","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13159","5667","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8647","3179","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14115","5813","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10229","3837","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20329","10278","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12896","5403","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14790","6333","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9125","3454","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15383","6937","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10393","4084","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23957","12753","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17249","8082","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37509","15677","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32132","11901","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37313","13069","71845"
