"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","141577","41113","416942"
"EASTERN CAPE","12-17","Male","114378","27991","429096"
"FREE STATE","12-17","Female","88960","38162","161705"
"FREE STATE","12-17","Male","75394","28075","162847"
"GAUTENG","12-17","Female","206699","84238","649047"
"GAUTENG","12-17","Male","169644","64812","648920"
"KWAZULU-NATAL","12-17","Female","148361","54060","647510"
"KWAZULU-NATAL","12-17","Male","104531","34781","658202"
"LIMPOPO","12-17","Female","133259","40655","352420"
"LIMPOPO","12-17","Male","111531","30133","372427"
"MPUMALANGA","12-17","Female","72388","20510","257710"
"MPUMALANGA","12-17","Male","60644","14909","259479"
"NORTHERN CAPE","12-17","Female","15419","4760","69852"
"NORTHERN CAPE","12-17","Male","12479","3566","69047"
"NORTH WEST","12-17","Female","80646","25782","221385"
"NORTH WEST","12-17","Male","66790","18631","223092"
"WESTERN CAPE","12-17","Female","70428","26859","320269"
"WESTERN CAPE","12-17","Male","59900","22338","322848"
