"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","375088","839479"
"EASTERN CAPE","18-34","Male","278839","854468"
"EASTERN CAPE","35-49","Female","362731","586430"
"EASTERN CAPE","35-49","Male","244471","522727"
"EASTERN CAPE","50-59","Female","233233","320585"
"EASTERN CAPE","50-59","Male","145916","196960"
"EASTERN CAPE","60+","Female","353203","517296"
"EASTERN CAPE","60+","Male","212061","261598"
"EASTERN CAPE","Unidentified","Female","317",""
"EASTERN CAPE","Unidentified","Male","97",""
"FREE STATE","18-34","Female","222882","410210"
"FREE STATE","18-34","Male","169103","419145"
"FREE STATE","35-49","Female","189429","283918"
"FREE STATE","35-49","Male","155498","266941"
"FREE STATE","50-59","Female","103376","140470"
"FREE STATE","50-59","Male","79995","105617"
"FREE STATE","60+","Female","132284","178195"
"FREE STATE","60+","Male","82882","110025"
"FREE STATE","Unidentified","Female","94",""
"FREE STATE","Unidentified","Male","63",""
"GAUTENG","18-34","Female","960536","2584852"
"GAUTENG","18-34","Male","813332","2611302"
"GAUTENG","35-49","Female","972681","1659380"
"GAUTENG","35-49","Male","906355","1782603"
"GAUTENG","50-59","Female","430393","675158"
"GAUTENG","50-59","Male","408711","655342"
"GAUTENG","60+","Female","476529","745260"
"GAUTENG","60+","Male","363208","597429"
"GAUTENG","Unidentified","Female","314",""
"GAUTENG","Unidentified","Male","198",""
"KWAZULU-NATAL","18-34","Female","594308","1707989"
"KWAZULU-NATAL","18-34","Male","410719","1725158"
"KWAZULU-NATAL","35-49","Female","553427","1071255"
"KWAZULU-NATAL","35-49","Male","396697","951364"
"KWAZULU-NATAL","50-59","Female","294526","492136"
"KWAZULU-NATAL","50-59","Male","196965","316845"
"KWAZULU-NATAL","60+","Female","430421","624115"
"KWAZULU-NATAL","60+","Male","243684","330933"
"KWAZULU-NATAL","Unidentified","Female","386",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","413692","818804"
"LIMPOPO","18-34","Male","276416","833104"
"LIMPOPO","35-49","Female","366733","573264"
"LIMPOPO","35-49","Male","240662","493423"
"LIMPOPO","50-59","Female","196270","265501"
"LIMPOPO","50-59","Male","131284","165831"
"LIMPOPO","60+","Female","286371","372555"
"LIMPOPO","60+","Male","164585","173319"
"LIMPOPO","Unidentified","Female","632",""
"LIMPOPO","Unidentified","Male","97",""
"MPUMALANGA","18-34","Female","259587","681710"
"MPUMALANGA","18-34","Male","215793","729028"
"MPUMALANGA","35-49","Female","230086","451254"
"MPUMALANGA","35-49","Male","199410","457785"
"MPUMALANGA","50-59","Female","113889","197794"
"MPUMALANGA","50-59","Male","91883","151183"
"MPUMALANGA","60+","Female","137838","224305"
"MPUMALANGA","60+","Male","99042","146461"
"MPUMALANGA","Unidentified","Female","160",""
"MPUMALANGA","Unidentified","Male","65",""
"NORTHERN CAPE","18-34","Female","74753","174695"
"NORTHERN CAPE","18-34","Male","70908","182300"
"NORTHERN CAPE","35-49","Female","67224","118328"
"NORTHERN CAPE","35-49","Male","70711","131923"
"NORTHERN CAPE","50-59","Female","36260","57823"
"NORTHERN CAPE","50-59","Male","33507","49198"
"NORTHERN CAPE","60+","Female","43685","80820"
"NORTHERN CAPE","60+","Male","32408","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","236733","547199"
"NORTH WEST","18-34","Male","194887","611287"
"NORTH WEST","35-49","Female","210975","386831"
"NORTH WEST","35-49","Male","211029","437698"
"NORTH WEST","50-59","Female","107326","173790"
"NORTH WEST","50-59","Male","106205","168889"
"NORTH WEST","60+","Female","138399","213393"
"NORTH WEST","60+","Male","103903","154160"
"NORTH WEST","Unidentified","Female","128",""
"NORTH WEST","Unidentified","Male","117",""
"WESTERN CAPE","18-34","Female","515675","1010156"
"WESTERN CAPE","18-34","Male","445537","1047625"
"WESTERN CAPE","35-49","Female","469010","744325"
"WESTERN CAPE","35-49","Male","411256","767488"
"WESTERN CAPE","50-59","Female","240620","368383"
"WESTERN CAPE","50-59","Male","207608","315766"
"WESTERN CAPE","60+","Female","310182","422288"
"WESTERN CAPE","60+","Male","229918","300872"
"WESTERN CAPE","Unidentified","Female","131",""
"WESTERN CAPE","Unidentified","Male","79",""
