"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","391409","839479"
"EASTERN CAPE","18-34","Male","294603","854468"
"EASTERN CAPE","35-49","Female","368951","586430"
"EASTERN CAPE","35-49","Male","250576","522727"
"EASTERN CAPE","50-59","Female","236029","320585"
"EASTERN CAPE","50-59","Male","148636","196960"
"EASTERN CAPE","60+","Female","363322","517296"
"EASTERN CAPE","60+","Male","218196","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","80",""
"FREE STATE","18-34","Female","230459","410210"
"FREE STATE","18-34","Male","175477","419145"
"FREE STATE","35-49","Female","193671","283918"
"FREE STATE","35-49","Male","159618","266941"
"FREE STATE","50-59","Female","105072","140470"
"FREE STATE","50-59","Male","81742","105617"
"FREE STATE","60+","Female","136576","178195"
"FREE STATE","60+","Male","85976","110025"
"FREE STATE","Unidentified","Female","87",""
"FREE STATE","Unidentified","Male","49",""
"GAUTENG","18-34","Female","986076","2584852"
"GAUTENG","18-34","Male","842101","2611302"
"GAUTENG","35-49","Female","996834","1659380"
"GAUTENG","35-49","Male","932123","1782603"
"GAUTENG","50-59","Female","440902","675158"
"GAUTENG","50-59","Male","421266","655342"
"GAUTENG","60+","Female","492009","745260"
"GAUTENG","60+","Male","376578","597429"
"GAUTENG","Unidentified","Female","299",""
"GAUTENG","Unidentified","Male","177",""
"KWAZULU-NATAL","18-34","Female","634322","1707989"
"KWAZULU-NATAL","18-34","Male","435580","1725158"
"KWAZULU-NATAL","35-49","Female","571944","1071255"
"KWAZULU-NATAL","35-49","Male","411343","951364"
"KWAZULU-NATAL","50-59","Female","300325","492136"
"KWAZULU-NATAL","50-59","Male","202082","316845"
"KWAZULU-NATAL","60+","Female","442512","624115"
"KWAZULU-NATAL","60+","Male","251247","330933"
"KWAZULU-NATAL","Unidentified","Female","365",""
"KWAZULU-NATAL","Unidentified","Male","138",""
"LIMPOPO","18-34","Female","427234","818804"
"LIMPOPO","18-34","Male","290147","833104"
"LIMPOPO","35-49","Female","374510","573264"
"LIMPOPO","35-49","Male","247585","493423"
"LIMPOPO","50-59","Female","198982","265501"
"LIMPOPO","50-59","Male","133320","165831"
"LIMPOPO","60+","Female","293687","372555"
"LIMPOPO","60+","Male","169537","173319"
"LIMPOPO","Unidentified","Female","610",""
"LIMPOPO","Unidentified","Male","88",""
"MPUMALANGA","18-34","Female","273195","681710"
"MPUMALANGA","18-34","Male","232526","729028"
"MPUMALANGA","35-49","Female","239131","451254"
"MPUMALANGA","35-49","Male","211021","457785"
"MPUMALANGA","50-59","Female","117247","197794"
"MPUMALANGA","50-59","Male","95113","151183"
"MPUMALANGA","60+","Female","142629","224305"
"MPUMALANGA","60+","Male","102963","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","54",""
"NORTHERN CAPE","18-34","Female","77944","174695"
"NORTHERN CAPE","18-34","Male","73659","182300"
"NORTHERN CAPE","35-49","Female","69165","118328"
"NORTHERN CAPE","35-49","Male","72937","131923"
"NORTHERN CAPE","50-59","Female","37162","57823"
"NORTHERN CAPE","50-59","Male","34565","49198"
"NORTHERN CAPE","60+","Female","45463","80820"
"NORTHERN CAPE","60+","Male","33850","52458"
"NORTHERN CAPE","Unidentified","Female","16",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242449","547199"
"NORTH WEST","18-34","Male","200320","611287"
"NORTH WEST","35-49","Female","215611","386831"
"NORTH WEST","35-49","Male","215560","437698"
"NORTH WEST","50-59","Female","109242","173790"
"NORTH WEST","50-59","Male","108515","168889"
"NORTH WEST","60+","Female","142815","213393"
"NORTH WEST","60+","Male","107855","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522382","1010156"
"WESTERN CAPE","18-34","Male","454201","1047625"
"WESTERN CAPE","35-49","Female","476322","744325"
"WESTERN CAPE","35-49","Male","419055","767488"
"WESTERN CAPE","50-59","Female","244167","368383"
"WESTERN CAPE","50-59","Male","211536","315766"
"WESTERN CAPE","60+","Female","318573","422288"
"WESTERN CAPE","60+","Male","236806","300872"
"WESTERN CAPE","Unidentified","Female","118",""
"WESTERN CAPE","Unidentified","Male","72",""
