"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","161039","67102","416942"
"EASTERN CAPE","12-17","Male","133530","49435","429096"
"FREE STATE","12-17","Female","92125","45612","161705"
"FREE STATE","12-17","Male","78673","34467","162847"
"GAUTENG","12-17","Female","212934","95916","649047"
"GAUTENG","12-17","Male","175350","74446","648920"
"KWAZULU-NATAL","12-17","Female","173313","81657","647510"
"KWAZULU-NATAL","12-17","Male","122051","52100","658202"
"LIMPOPO","12-17","Female","156450","56992","352420"
"LIMPOPO","12-17","Male","134097","42367","372427"
"MPUMALANGA","12-17","Female","81349","31022","257710"
"MPUMALANGA","12-17","Male","67144","21654","259479"
"NORTHERN CAPE","12-17","Female","20349","8582","69852"
"NORTHERN CAPE","12-17","Male","16261","6329","69047"
"NORTH WEST","12-17","Female","82442","30264","221385"
"NORTH WEST","12-17","Male","68859","22463","223092"
"WESTERN CAPE","12-17","Female","71248","29438","320269"
"WESTERN CAPE","12-17","Male","61259","24756","322848"
