"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","13990","4562","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11810","3789","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18970","10195","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14721","7050","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8539","3066","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7560","2362","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11242","6426","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9489","4767","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13778","5285","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11274","3863","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17994","6747","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15206","4820","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26541","15604","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23521","12475","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4294","1197","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3518","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52090","22032","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42536","16809","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15526","6979","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12374","5265","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19767","10307","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16218","7811","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6830","2918","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4427","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26446","12577","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22890","10628","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13436","7935","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10580","5756","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8961","4488","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5453","2494","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12810","5222","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8397","3199","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13334","5679","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8730","3169","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14183","5807","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10212","3809","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20623","10266","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13105","5417","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15047","6379","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9293","3476","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15715","7062","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10590","4138","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24418","12977","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17552","8184","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36574","15037","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31480","11344","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37045","12492","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30485","8963","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26188","9946","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25854","8404","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38455","12846","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31120","8845","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17598","6866","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14659","5058","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47537","18737","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36268","12181","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17350","6681","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18062","5617","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7564","3409","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6253","2594","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1729","672","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1406","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3652","1616","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2781","1150","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32489","13521","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26857","9927","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21601","7491","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17985","5466","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9253","3962","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8057","3261","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","828","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","284","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6341","2462","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5383","1912","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3055","1003","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2423","777","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4202","1683","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3660","1322","22568"
