"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14547","5452","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12375","4483","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19212","10660","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15219","7541","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8489","3079","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7501","2410","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11171","6455","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9430","4827","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13639","5358","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11207","3921","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17786","6734","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15043","4816","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26372","15789","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23326","12651","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4249","1195","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3477","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51377","21789","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42122","16770","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15289","6883","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12228","5208","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19592","10297","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16061","7806","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6718","2890","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4388","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26130","12403","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22702","10556","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13294","7908","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10461","5744","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8833","4450","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5378","2482","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12644","5159","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8306","3163","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13221","5692","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8681","3194","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14134","5780","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10234","3825","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20421","10302","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12953","5424","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14867","6328","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9157","3444","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15467","6971","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10438","4097","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24080","12811","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17321","8107","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37029","15506","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31750","11717","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37343","13065","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30774","9450","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26352","10035","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25834","8429","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38161","12732","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30927","8785","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17775","7011","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14893","5189","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","48015","19912","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36772","13132","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17085","6603","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17704","5550","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7606","3724","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6322","2815","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1714","668","5781"
