"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","155031","58141","416942"
"EASTERN CAPE","12-17","Male","127461","41375","429096"
"FREE STATE","12-17","Female","92883","45096","161705"
"FREE STATE","12-17","Male","79098","33914","162847"
"GAUTENG","12-17","Female","216319","96117","649047"
"GAUTENG","12-17","Male","177829","74317","648920"
"KWAZULU-NATAL","12-17","Female","173916","76843","647510"
"KWAZULU-NATAL","12-17","Male","122233","49061","658202"
"LIMPOPO","12-17","Female","153870","53797","352420"
"LIMPOPO","12-17","Male","132279","39895","372427"
"MPUMALANGA","12-17","Female","80164","27944","257710"
"MPUMALANGA","12-17","Male","66580","19744","259479"
"NORTHERN CAPE","12-17","Female","19990","7864","69852"
"NORTHERN CAPE","12-17","Male","15962","5794","69047"
"NORTH WEST","12-17","Female","83984","30467","221385"
"NORTH WEST","12-17","Male","69990","22379","223092"
"WESTERN CAPE","12-17","Female","70560","28708","320269"
"WESTERN CAPE","12-17","Male","60486","24097","322848"
