"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","865154","0","156790","1021944"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465271","0","96033","561304"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1439209","0","216331","1655540"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1166310","0","185841","1352151"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057985","0","161387","1219372"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818873","0","133632","952505"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208965","0","35775","244740"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696612","0","118685","815297"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","665033","0","114086","779119"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137614","0","65389","203003"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94509","0","40023","134532"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34192","0","17016","51208"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1372266","1155208","261621","2789095"
"Pfizer","National","eastern cape","12-17 Years","301380","127777","0","429157"
"Pfizer","National","free state","12-17 Years","167026","80140","0","247166"
"Pfizer","National","free state","Adults","688086","604211","146492","1438789"
"Pfizer","National","gauteng","12-17 Years","378829","167552","28","546409"
"Pfizer","National","gauteng","Adults","3961863","3432867","696581","8091311"
"Pfizer","National","kwazulu-natal","Adults","2018215","1678605","342023","4038843"
"Pfizer","National","kwazulu-natal","12-17 Years","287522","131822","12","419356"
"Pfizer","National","limpopo","Adults","1067243","894094","183078","2144415"
"Pfizer","National","limpopo","12-17 Years","290963","102175","2","393140"
"Pfizer","National","mpumalanga","12-17 Years","147451","56032","1","203484"
"Pfizer","National","mpumalanga","Adults","589135","484668","110782","1184585"
"Pfizer","National","northern cape","12-17 Years","37378","15955","0","53333"
"Pfizer","National","northern cape","Adults","230995","197064","37771","465830"
"Pfizer","National","north west","12-17 Years","148081","52382","4","200467"
"Pfizer","National","north west","Adults","634701","547575","116423","1298699"
"Pfizer","National","western cape","12-17 Years","129060","54649","3","183712"
"Pfizer","National","western cape","Adults","2140511","1879280","497447","4517238"
