"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","385942","839479"
"EASTERN CAPE","18-34","Male","289245","854468"
"EASTERN CAPE","35-49","Female","367125","586430"
"EASTERN CAPE","35-49","Male","248567","522727"
"EASTERN CAPE","50-59","Female","234866","320585"
"EASTERN CAPE","50-59","Male","147581","196960"
"EASTERN CAPE","60+","Female","358768","517296"
"EASTERN CAPE","60+","Male","215563","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228315","410210"
"FREE STATE","18-34","Male","173820","419145"
"FREE STATE","35-49","Female","192324","283918"
"FREE STATE","35-49","Male","158304","266941"
"FREE STATE","50-59","Female","104311","140470"
"FREE STATE","50-59","Male","81106","105617"
"FREE STATE","60+","Female","134522","178195"
"FREE STATE","60+","Male","84458","110025"
"FREE STATE","Unidentified","Female","89",""
"FREE STATE","Unidentified","Male","55",""
"GAUTENG","18-34","Female","981681","2584852"
"GAUTENG","18-34","Male","836573","2611302"
"GAUTENG","35-49","Female","988098","1659380"
"GAUTENG","35-49","Male","923677","1782603"
"GAUTENG","50-59","Female","436216","675158"
"GAUTENG","50-59","Male","415953","655342"
"GAUTENG","60+","Female","484357","745260"
"GAUTENG","60+","Male","369969","597429"
"GAUTENG","Unidentified","Female","301",""
"GAUTENG","Unidentified","Male","184",""
"KWAZULU-NATAL","18-34","Female","623641","1707989"
"KWAZULU-NATAL","18-34","Male","428787","1725158"
"KWAZULU-NATAL","35-49","Female","566029","1071255"
"KWAZULU-NATAL","35-49","Male","406885","951364"
"KWAZULU-NATAL","50-59","Female","298379","492136"
"KWAZULU-NATAL","50-59","Male","200297","316845"
"KWAZULU-NATAL","60+","Female","436845","624115"
"KWAZULU-NATAL","60+","Male","247706","330933"
"KWAZULU-NATAL","Unidentified","Female","372",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","423759","818804"
"LIMPOPO","18-34","Male","285902","833104"
"LIMPOPO","35-49","Female","371416","573264"
"LIMPOPO","35-49","Male","245249","493423"
"LIMPOPO","50-59","Female","197751","265501"
"LIMPOPO","50-59","Male","132589","165831"
"LIMPOPO","60+","Female","290610","372555"
"LIMPOPO","60+","Male","167332","173319"
"LIMPOPO","Unidentified","Female","613",""
"LIMPOPO","Unidentified","Male","90",""
"MPUMALANGA","18-34","Female","269155","681710"
"MPUMALANGA","18-34","Male","227603","729028"
"MPUMALANGA","35-49","Female","236054","451254"
"MPUMALANGA","35-49","Male","207109","457785"
"MPUMALANGA","50-59","Female","115904","197794"
"MPUMALANGA","50-59","Male","94068","151183"
"MPUMALANGA","60+","Female","140521","224305"
"MPUMALANGA","60+","Male","101258","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","77148","174695"
"NORTHERN CAPE","18-34","Male","73153","182300"
"NORTHERN CAPE","35-49","Female","68556","118328"
"NORTHERN CAPE","35-49","Male","72225","131923"
"NORTHERN CAPE","50-59","Female","36841","57823"
"NORTHERN CAPE","50-59","Male","34147","49198"
"NORTHERN CAPE","60+","Female","44706","80820"
"NORTHERN CAPE","60+","Male","33195","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241616","547199"
"NORTH WEST","18-34","Male","199427","611287"
"NORTH WEST","35-49","Female","214267","386831"
"NORTH WEST","35-49","Male","214170","437698"
"NORTH WEST","50-59","Female","108489","173790"
"NORTH WEST","50-59","Male","107664","168889"
"NORTH WEST","60+","Female","140729","213393"
"NORTH WEST","60+","Male","106024","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521727","1010156"
"WESTERN CAPE","18-34","Male","452921","1047625"
"WESTERN CAPE","35-49","Female","473533","744325"
"WESTERN CAPE","35-49","Male","416160","767488"
"WESTERN CAPE","50-59","Female","242603","368383"
"WESTERN CAPE","50-59","Male","209910","315766"
"WESTERN CAPE","60+","Female","314234","422288"
"WESTERN CAPE","60+","Male","233249","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","74",""
