"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14344","5172","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12174","4264","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19051","10467","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14930","7299","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8505","3092","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7523","2420","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11177","6448","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9435","4806","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13692","5370","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11222","3930","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17873","6754","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15098","4830","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26458","15786","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23414","12631","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4273","1196","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3495","817","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51622","21884","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42276","16808","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15375","6917","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12281","5231","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19644","10304","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16114","7805","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6753","2905","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4406","1801","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26271","12489","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22796","10579","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13342","7905","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10497","5757","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8882","4477","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5406","2490","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12705","5183","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8345","3174","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13265","5694","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8699","3183","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14167","5779","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10226","3817","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20489","10325","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13001","5431","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14923","6347","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9203","3458","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15559","7011","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10496","4110","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24207","12877","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17402","8132","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36601","15303","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31483","11529","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37180","12877","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30592","9265","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26409","10043","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25905","8446","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38285","12776","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30995","8805","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17610","6942","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14719","5138","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47808","19398","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36524","12730","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17168","6620","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17813","5565","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7604","3655","22463"
