"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","385411","839479"
"EASTERN CAPE","18-34","Male","288786","854468"
"EASTERN CAPE","35-49","Female","366809","586430"
"EASTERN CAPE","35-49","Male","248327","522727"
"EASTERN CAPE","50-59","Female","234734","320585"
"EASTERN CAPE","50-59","Male","147456","196960"
"EASTERN CAPE","60+","Female","358441","517296"
"EASTERN CAPE","60+","Male","215337","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228025","410210"
"FREE STATE","18-34","Male","173586","419145"
"FREE STATE","35-49","Female","192156","283918"
"FREE STATE","35-49","Male","158175","266941"
"FREE STATE","50-59","Female","104241","140470"
"FREE STATE","50-59","Male","81031","105617"
"FREE STATE","60+","Female","134382","178195"
"FREE STATE","60+","Male","84363","110025"
"FREE STATE","Unidentified","Female","89",""
"FREE STATE","Unidentified","Male","56",""
"GAUTENG","18-34","Female","980733","2584852"
"GAUTENG","18-34","Male","835349","2611302"
"GAUTENG","35-49","Female","987368","1659380"
"GAUTENG","35-49","Male","922694","1782603"
"GAUTENG","50-59","Female","435962","675158"
"GAUTENG","50-59","Male","415603","655342"
"GAUTENG","60+","Female","483928","745260"
"GAUTENG","60+","Male","369577","597429"
"GAUTENG","Unidentified","Female","302",""
"GAUTENG","Unidentified","Male","184",""
"KWAZULU-NATAL","18-34","Female","622025","1707989"
"KWAZULU-NATAL","18-34","Male","427840","1725158"
"KWAZULU-NATAL","35-49","Female","565298","1071255"
"KWAZULU-NATAL","35-49","Male","406268","951364"
"KWAZULU-NATAL","50-59","Female","298232","492136"
"KWAZULU-NATAL","50-59","Male","200123","316845"
"KWAZULU-NATAL","60+","Female","436477","624115"
"KWAZULU-NATAL","60+","Male","247480","330933"
"KWAZULU-NATAL","Unidentified","Female","370",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","423402","818804"
"LIMPOPO","18-34","Male","285446","833104"
"LIMPOPO","35-49","Female","371198","573264"
"LIMPOPO","35-49","Male","245020","493423"
"LIMPOPO","50-59","Female","197700","265501"
"LIMPOPO","50-59","Male","132549","165831"
"LIMPOPO","60+","Female","290398","372555"
"LIMPOPO","60+","Male","167169","173319"
"LIMPOPO","Unidentified","Female","615",""
"LIMPOPO","Unidentified","Male","91",""
"MPUMALANGA","18-34","Female","268422","681710"
"MPUMALANGA","18-34","Male","226654","729028"
"MPUMALANGA","35-49","Female","235647","451254"
"MPUMALANGA","35-49","Male","206647","457785"
"MPUMALANGA","50-59","Female","115795","197794"
"MPUMALANGA","50-59","Male","93918","151183"
"MPUMALANGA","60+","Female","140348","224305"
"MPUMALANGA","60+","Male","101117","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","76989","174695"
"NORTHERN CAPE","18-34","Male","72978","182300"
"NORTHERN CAPE","35-49","Female","68457","118328"
"NORTHERN CAPE","35-49","Male","72111","131923"
"NORTHERN CAPE","50-59","Female","36781","57823"
"NORTHERN CAPE","50-59","Male","34085","49198"
"NORTHERN CAPE","60+","Female","44625","80820"
"NORTHERN CAPE","60+","Male","33138","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241425","547199"
"NORTH WEST","18-34","Male","199227","611287"
"NORTH WEST","35-49","Female","214147","386831"
"NORTH WEST","35-49","Male","214017","437698"
"NORTH WEST","50-59","Female","108386","173790"
"NORTH WEST","50-59","Male","107587","168889"
"NORTH WEST","60+","Female","140627","213393"
"NORTH WEST","60+","Male","105893","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521471","1010156"
"WESTERN CAPE","18-34","Male","452607","1047625"
"WESTERN CAPE","35-49","Female","473298","744325"
"WESTERN CAPE","35-49","Male","415926","767488"
"WESTERN CAPE","50-59","Female","242533","368383"
"WESTERN CAPE","50-59","Male","209784","315766"
"WESTERN CAPE","60+","Female","313951","422288"
"WESTERN CAPE","60+","Male","233034","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","76",""
