"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","391772","839479"
"EASTERN CAPE","18-34","Male","294942","854468"
"EASTERN CAPE","35-49","Female","369099","586430"
"EASTERN CAPE","35-49","Male","250807","522727"
"EASTERN CAPE","50-59","Female","236216","320585"
"EASTERN CAPE","50-59","Male","148778","196960"
"EASTERN CAPE","60+","Female","363894","517296"
"EASTERN CAPE","60+","Male","218468","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","80",""
"FREE STATE","18-34","Female","230675","410210"
"FREE STATE","18-34","Male","175611","419145"
"FREE STATE","35-49","Female","193822","283918"
"FREE STATE","35-49","Male","159777","266941"
"FREE STATE","50-59","Female","105147","140470"
"FREE STATE","50-59","Male","81822","105617"
"FREE STATE","60+","Female","136818","178195"
"FREE STATE","60+","Male","86116","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","986157","2584852"
"GAUTENG","18-34","Male","842250","2611302"
"GAUTENG","35-49","Female","997909","1659380"
"GAUTENG","35-49","Male","933181","1782603"
"GAUTENG","50-59","Female","441459","675158"
"GAUTENG","50-59","Male","421827","655342"
"GAUTENG","60+","Female","492950","745260"
"GAUTENG","60+","Male","377393","597429"
"GAUTENG","Unidentified","Female","296",""
"GAUTENG","Unidentified","Male","174",""
"KWAZULU-NATAL","18-34","Female","634842","1707989"
"KWAZULU-NATAL","18-34","Male","435897","1725158"
"KWAZULU-NATAL","35-49","Female","572580","1071255"
"KWAZULU-NATAL","35-49","Male","411912","951364"
"KWAZULU-NATAL","50-59","Female","300520","492136"
"KWAZULU-NATAL","50-59","Male","202227","316845"
"KWAZULU-NATAL","60+","Female","443212","624115"
"KWAZULU-NATAL","60+","Male","251663","330933"
"KWAZULU-NATAL","Unidentified","Female","365",""
"KWAZULU-NATAL","Unidentified","Male","139",""
"LIMPOPO","18-34","Female","427561","818804"
"LIMPOPO","18-34","Male","290505","833104"
"LIMPOPO","35-49","Female","374963","573264"
"LIMPOPO","35-49","Male","247931","493423"
"LIMPOPO","50-59","Female","199168","265501"
"LIMPOPO","50-59","Male","133446","165831"
"LIMPOPO","60+","Female","294099","372555"
"LIMPOPO","60+","Male","169763","173319"
"LIMPOPO","Unidentified","Female","609",""
"LIMPOPO","Unidentified","Male","87",""
"MPUMALANGA","18-34","Female","273385","681710"
"MPUMALANGA","18-34","Male","232814","729028"
"MPUMALANGA","35-49","Female","239427","451254"
"MPUMALANGA","35-49","Male","211381","457785"
"MPUMALANGA","50-59","Female","117413","197794"
"MPUMALANGA","50-59","Male","95223","151183"
"MPUMALANGA","60+","Female","142879","224305"
"MPUMALANGA","60+","Male","103136","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","53",""
"NORTHERN CAPE","18-34","Female","78009","174695"
"NORTHERN CAPE","18-34","Male","73705","182300"
"NORTHERN CAPE","35-49","Female","69225","118328"
"NORTHERN CAPE","35-49","Male","73044","131923"
"NORTHERN CAPE","50-59","Female","37212","57823"
"NORTHERN CAPE","50-59","Male","34594","49198"
"NORTHERN CAPE","60+","Female","45572","80820"
"NORTHERN CAPE","60+","Male","33937","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242609","547199"
"NORTH WEST","18-34","Male","200381","611287"
"NORTH WEST","35-49","Female","215736","386831"
"NORTH WEST","35-49","Male","215737","437698"
"NORTH WEST","50-59","Female","109334","173790"
"NORTH WEST","50-59","Male","108635","168889"
"NORTH WEST","60+","Female","143087","213393"
"NORTH WEST","60+","Male","108076","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","111",""
"WESTERN CAPE","18-34","Female","522324","1010156"
"WESTERN CAPE","18-34","Male","454080","1047625"
"WESTERN CAPE","35-49","Female","476578","744325"
"WESTERN CAPE","35-49","Male","419396","767488"
"WESTERN CAPE","50-59","Female","244406","368383"
"WESTERN CAPE","50-59","Male","211743","315766"
"WESTERN CAPE","60+","Female","319112","422288"
"WESTERN CAPE","60+","Male","237245","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","72",""
