"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","396800","839479"
"EASTERN CAPE","18-34","Male","303255","854468"
"EASTERN CAPE","35-49","Female","370765","586430"
"EASTERN CAPE","35-49","Male","252924","522727"
"EASTERN CAPE","50-59","Female","237356","320585"
"EASTERN CAPE","50-59","Male","149597","196960"
"EASTERN CAPE","60+","Female","369697","517296"
"EASTERN CAPE","60+","Male","222024","261598"
"EASTERN CAPE","Unidentified","Female","292",""
"EASTERN CAPE","Unidentified","Male","66",""
"FREE STATE","18-34","Female","232123","410210"
"FREE STATE","18-34","Male","176654","419145"
"FREE STATE","35-49","Female","194743","283918"
"FREE STATE","35-49","Male","160576","266941"
"FREE STATE","50-59","Female","105647","140470"
"FREE STATE","50-59","Male","82389","105617"
"FREE STATE","60+","Female","139110","178195"
"FREE STATE","60+","Male","87730","110025"
"FREE STATE","Unidentified","Female","83",""
"FREE STATE","Unidentified","Male","46",""
"GAUTENG","18-34","Female","991077","2584852"
"GAUTENG","18-34","Male","847065","2611302"
"GAUTENG","35-49","Female","1006609","1659380"
"GAUTENG","35-49","Male","941392","1782603"
"GAUTENG","50-59","Female","446186","675158"
"GAUTENG","50-59","Male","426855","655342"
"GAUTENG","60+","Female","501834","745260"
"GAUTENG","60+","Male","385075","597429"
"GAUTENG","Unidentified","Female","270",""
"GAUTENG","Unidentified","Male","159",""
"KWAZULU-NATAL","18-34","Female","640188","1707989"
"KWAZULU-NATAL","18-34","Male","438975","1725158"
"KWAZULU-NATAL","35-49","Female","576184","1071255"
"KWAZULU-NATAL","35-49","Male","414824","951364"
"KWAZULU-NATAL","50-59","Female","302075","492136"
"KWAZULU-NATAL","50-59","Male","203836","316845"
"KWAZULU-NATAL","60+","Female","450251","624115"
"KWAZULU-NATAL","60+","Male","255932","330933"
"KWAZULU-NATAL","Unidentified","Female","352",""
"KWAZULU-NATAL","Unidentified","Male","128",""
"LIMPOPO","18-34","Female","432616","818804"
"LIMPOPO","18-34","Male","294801","833104"
"LIMPOPO","35-49","Female","378966","573264"
"LIMPOPO","35-49","Male","250798","493423"
"LIMPOPO","50-59","Female","200423","265501"
"LIMPOPO","50-59","Male","134215","165831"
"LIMPOPO","60+","Female","297952","372555"
"LIMPOPO","60+","Male","172328","173319"
"LIMPOPO","Unidentified","Female","604",""
"LIMPOPO","Unidentified","Male","85",""
"MPUMALANGA","18-34","Female","275886","681710"
"MPUMALANGA","18-34","Male","235105","729028"
"MPUMALANGA","35-49","Female","241839","451254"
"MPUMALANGA","35-49","Male","214031","457785"
"MPUMALANGA","50-59","Female","118505","197794"
"MPUMALANGA","50-59","Male","96101","151183"
"MPUMALANGA","60+","Female","145361","224305"
"MPUMALANGA","60+","Male","105029","146461"
"MPUMALANGA","Unidentified","Female","153",""
"MPUMALANGA","Unidentified","Male","50",""
"NORTHERN CAPE","18-34","Female","78657","174695"
"NORTHERN CAPE","18-34","Male","74196","182300"
"NORTHERN CAPE","35-49","Female","69734","118328"
"NORTHERN CAPE","35-49","Male","73753","131923"
"NORTHERN CAPE","50-59","Female","37499","57823"
"NORTHERN CAPE","50-59","Male","34957","49198"
"NORTHERN CAPE","60+","Female","46495","80820"
"NORTHERN CAPE","60+","Male","34669","52458"
"NORTHERN CAPE","Unidentified","Female","12",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","244255","547199"
"NORTH WEST","18-34","Male","202183","611287"
"NORTH WEST","35-49","Female","217306","386831"
"NORTH WEST","35-49","Male","217325","437698"
"NORTH WEST","50-59","Female","110311","173790"
"NORTH WEST","50-59","Male","109557","168889"
"NORTH WEST","60+","Female","145411","213393"
"NORTH WEST","60+","Male","110157","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","108",""
"WESTERN CAPE","18-34","Female","522187","1010156"
"WESTERN CAPE","18-34","Male","455018","1047625"
"WESTERN CAPE","35-49","Female","478962","744325"
"WESTERN CAPE","35-49","Male","421760","767488"
"WESTERN CAPE","50-59","Female","246059","368383"
"WESTERN CAPE","50-59","Male","213282","315766"
"WESTERN CAPE","60+","Female","324121","422288"
"WESTERN CAPE","60+","Male","241384","300872"
"WESTERN CAPE","Unidentified","Female","112",""
"WESTERN CAPE","Unidentified","Male","66",""
