"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14570","5608","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12485","4587","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19126","10622","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15265","7591","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8386","3056","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7385","2391","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11046","6393","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9330","4788","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13470","5324","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11114","3895","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17544","6650","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14858","4778","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26002","15722","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23059","12642","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4183","1181","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3434","807","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","50793","21606","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41723","16645","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15093","6785","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12084","5154","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19341","10198","41623"
"GAUTENG","WEST RAND DM","12-17","Male","15887","7751","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6633","2862","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4346","1796","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","25813","12303","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22398","10448","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13143","7835","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10369","5709","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8712","4391","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5308","2454","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12451","5099","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8220","3129","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13021","5605","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8573","3153","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","13982","5777","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10147","3822","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20143","10211","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12779","5381","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14647","6281","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9049","3435","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15201","6864","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10312","4052","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23718","12626","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17096","8033","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37417","15625","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","32023","11862","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37069","13044","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30575","9469","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26217","10006","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25704","8431","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","37786","12625","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30614","8704","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17654","6982","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14815","5188","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47699","20088","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36738","13323","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","16810","6525","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17321","5455","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7542","3707","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6273","2807","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1684","656","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1362","498","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3547","1581","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2722","1130","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","31980","13552","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26596","10057","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21111","7428","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17639","5442","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9198","4158","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8114","3463","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","799","373","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","627","283","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6206","2545","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5273","1959","30675"
