"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","386495","839479"
"EASTERN CAPE","18-34","Male","289680","854468"
"EASTERN CAPE","35-49","Female","367414","586430"
"EASTERN CAPE","35-49","Male","248910","522727"
"EASTERN CAPE","50-59","Female","235023","320585"
"EASTERN CAPE","50-59","Male","147737","196960"
"EASTERN CAPE","60+","Female","359174","517296"
"EASTERN CAPE","60+","Male","215848","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228558","410210"
"FREE STATE","18-34","Male","173987","419145"
"FREE STATE","35-49","Female","192540","283918"
"FREE STATE","35-49","Male","158444","266941"
"FREE STATE","50-59","Female","104374","140470"
"FREE STATE","50-59","Male","81137","105617"
"FREE STATE","60+","Female","134712","178195"
"FREE STATE","60+","Male","84624","110025"
"FREE STATE","Unidentified","Female","88",""
"FREE STATE","Unidentified","Male","54",""
"GAUTENG","18-34","Female","982255","2584852"
"GAUTENG","18-34","Male","837357","2611302"
"GAUTENG","35-49","Female","988991","1659380"
"GAUTENG","35-49","Male","924647","1782603"
"GAUTENG","50-59","Female","436558","675158"
"GAUTENG","50-59","Male","416437","655342"
"GAUTENG","60+","Female","485013","745260"
"GAUTENG","60+","Male","370545","597429"
"GAUTENG","Unidentified","Female","303",""
"GAUTENG","Unidentified","Male","182",""
"KWAZULU-NATAL","18-34","Female","625329","1707989"
"KWAZULU-NATAL","18-34","Male","429905","1725158"
"KWAZULU-NATAL","35-49","Female","566674","1071255"
"KWAZULU-NATAL","35-49","Male","407492","951364"
"KWAZULU-NATAL","50-59","Female","298617","492136"
"KWAZULU-NATAL","50-59","Male","200481","316845"
"KWAZULU-NATAL","60+","Female","437356","624115"
"KWAZULU-NATAL","60+","Male","248045","330933"
"KWAZULU-NATAL","Unidentified","Female","374",""
"KWAZULU-NATAL","Unidentified","Male","140",""
"LIMPOPO","18-34","Female","424030","818804"
"LIMPOPO","18-34","Male","286397","833104"
"LIMPOPO","35-49","Female","371678","573264"
"LIMPOPO","35-49","Male","245517","493423"
"LIMPOPO","50-59","Female","197807","265501"
"LIMPOPO","50-59","Male","132622","165831"
"LIMPOPO","60+","Female","290882","372555"
"LIMPOPO","60+","Male","167552","173319"
"LIMPOPO","Unidentified","Female","613",""
"LIMPOPO","Unidentified","Male","90",""
"MPUMALANGA","18-34","Female","270017","681710"
"MPUMALANGA","18-34","Male","228539","729028"
"MPUMALANGA","35-49","Female","236501","451254"
"MPUMALANGA","35-49","Male","207744","457785"
"MPUMALANGA","50-59","Female","116077","197794"
"MPUMALANGA","50-59","Male","94237","151183"
"MPUMALANGA","60+","Female","140754","224305"
"MPUMALANGA","60+","Male","101438","146461"
"MPUMALANGA","Unidentified","Female","157",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","77372","174695"
"NORTHERN CAPE","18-34","Male","73327","182300"
"NORTHERN CAPE","35-49","Female","68738","118328"
"NORTHERN CAPE","35-49","Male","72374","131923"
"NORTHERN CAPE","50-59","Female","36910","57823"
"NORTHERN CAPE","50-59","Male","34221","49198"
"NORTHERN CAPE","60+","Female","44806","80820"
"NORTHERN CAPE","60+","Male","33283","52458"
"NORTHERN CAPE","Unidentified","Female","19",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241752","547199"
"NORTH WEST","18-34","Male","199595","611287"
"NORTH WEST","35-49","Female","214403","386831"
"NORTH WEST","35-49","Male","214348","437698"
"NORTH WEST","50-59","Female","108570","173790"
"NORTH WEST","50-59","Male","107768","168889"
"NORTH WEST","60+","Female","140895","213393"
"NORTH WEST","60+","Male","106173","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521950","1010156"
"WESTERN CAPE","18-34","Male","453182","1047625"
"WESTERN CAPE","35-49","Female","473850","744325"
"WESTERN CAPE","35-49","Male","416512","767488"
"WESTERN CAPE","50-59","Female","242731","368383"
"WESTERN CAPE","50-59","Male","210075","315766"
"WESTERN CAPE","60+","Female","314616","422288"
"WESTERN CAPE","60+","Male","233570","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","74",""
