"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","395264","839479"
"EASTERN CAPE","18-34","Male","300080","854468"
"EASTERN CAPE","35-49","Female","370240","586430"
"EASTERN CAPE","35-49","Male","252181","522727"
"EASTERN CAPE","50-59","Female","236925","320585"
"EASTERN CAPE","50-59","Male","149283","196960"
"EASTERN CAPE","60+","Female","367828","517296"
"EASTERN CAPE","60+","Male","220872","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","67",""
"FREE STATE","18-34","Female","231777","410210"
"FREE STATE","18-34","Male","176306","419145"
"FREE STATE","35-49","Female","194471","283918"
"FREE STATE","35-49","Male","160372","266941"
"FREE STATE","50-59","Female","105501","140470"
"FREE STATE","50-59","Male","82169","105617"
"FREE STATE","60+","Female","138374","178195"
"FREE STATE","60+","Male","87229","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","47",""
"GAUTENG","18-34","Female","989582","2584852"
"GAUTENG","18-34","Male","845562","2611302"
"GAUTENG","35-49","Female","1003862","1659380"
"GAUTENG","35-49","Male","938818","1782603"
"GAUTENG","50-59","Female","444598","675158"
"GAUTENG","50-59","Male","425258","655342"
"GAUTENG","60+","Female","499038","745260"
"GAUTENG","60+","Male","382665","597429"
"GAUTENG","Unidentified","Female","273",""
"GAUTENG","Unidentified","Male","160",""
"KWAZULU-NATAL","18-34","Female","639106","1707989"
"KWAZULU-NATAL","18-34","Male","438381","1725158"
"KWAZULU-NATAL","35-49","Female","575374","1071255"
"KWAZULU-NATAL","35-49","Male","414143","951364"
"KWAZULU-NATAL","50-59","Female","301623","492136"
"KWAZULU-NATAL","50-59","Male","203251","316845"
"KWAZULU-NATAL","60+","Female","447982","624115"
"KWAZULU-NATAL","60+","Male","254640","330933"
"KWAZULU-NATAL","Unidentified","Female","353",""
"KWAZULU-NATAL","Unidentified","Male","135",""
"LIMPOPO","18-34","Female","431576","818804"
"LIMPOPO","18-34","Male","293831","833104"
"LIMPOPO","35-49","Female","377949","573264"
"LIMPOPO","35-49","Male","250123","493423"
"LIMPOPO","50-59","Female","200027","265501"
"LIMPOPO","50-59","Male","133969","165831"
"LIMPOPO","60+","Female","296767","372555"
"LIMPOPO","60+","Male","171571","173319"
"LIMPOPO","Unidentified","Female","607",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275406","681710"
"MPUMALANGA","18-34","Male","234743","729028"
"MPUMALANGA","35-49","Female","241281","451254"
"MPUMALANGA","35-49","Male","213375","457785"
"MPUMALANGA","50-59","Female","118130","197794"
"MPUMALANGA","50-59","Male","95801","151183"
"MPUMALANGA","60+","Female","144589","224305"
"MPUMALANGA","60+","Male","104482","146461"
"MPUMALANGA","Unidentified","Female","154",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78552","174695"
"NORTHERN CAPE","18-34","Male","74172","182300"
"NORTHERN CAPE","35-49","Female","69598","118328"
"NORTHERN CAPE","35-49","Male","73597","131923"
"NORTHERN CAPE","50-59","Female","37406","57823"
"NORTHERN CAPE","50-59","Male","34836","49198"
"NORTHERN CAPE","60+","Female","46196","80820"
"NORTHERN CAPE","60+","Male","34446","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243710","547199"
"NORTH WEST","18-34","Male","201636","611287"
"NORTH WEST","35-49","Female","216911","386831"
"NORTH WEST","35-49","Male","216925","437698"
"NORTH WEST","50-59","Female","109932","173790"
"NORTH WEST","50-59","Male","109248","168889"
"NORTH WEST","60+","Female","144701","213393"
"NORTH WEST","60+","Male","109513","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","109",""
"WESTERN CAPE","18-34","Female","522451","1010156"
"WESTERN CAPE","18-34","Male","454733","1047625"
"WESTERN CAPE","35-49","Female","478199","744325"
"WESTERN CAPE","35-49","Male","420971","767488"
"WESTERN CAPE","50-59","Female","245523","368383"
"WESTERN CAPE","50-59","Male","212859","315766"
"WESTERN CAPE","60+","Female","322589","422288"
"WESTERN CAPE","60+","Male","240103","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","68",""
