"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14662","5606","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12540","4579","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19278","10681","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15320","7584","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8459","3071","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7474","2406","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11135","6439","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9395","4805","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13584","5345","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11184","3916","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17723","6707","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","14990","4809","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26277","15739","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23278","12629","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4235","1193","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3463","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51240","21741","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","41974","16730","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15219","6855","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12189","5192","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19525","10277","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16017","7791","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6689","2880","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4368","1799","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26041","12390","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22627","10538","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13247","7891","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10444","5737","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8800","4441","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5363","2479","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12600","5142","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8278","3151","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13177","5669","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8655","3180","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14122","5819","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10231","3837","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20345","10273","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12911","5410","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14801","6307","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9129","3438","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15399","6941","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10398","4084","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","23980","12765","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17261","8085","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37328","15631","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31995","11859","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37334","13072","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30766","9483","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26313","10027","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25829","8423","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38064","12705","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30854","8768","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17755","7030","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14870","5196","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","48048","20066","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36854","13238","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17002","6581","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17605","5527","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7591","3713","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6304","2808","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1711","667","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1373","502","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3584","1590","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2744","1142","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32186","13514","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26735","10006","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21348","7481","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17798","5469","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9306","4103","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8179","3409","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","811","381","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","627","279","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6273","2558","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5324","1971","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3013","1004","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2372","773","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4166","1882","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3628","1429","22568"
