Unnamed: 0,visit_date,province,district,age_group,sex,vaccine_manufacturer,vaccine_rollout_phase,health_sector,first_dose_total,second_dose_total,booster_dose_total,immunocompromised_booster_dose_total,continuous_booster_dose_total,sisonke_booster_dose_total,individuals_vaccinated_total,individuals_fully_vaccinated_total,total_vaccines_administered,total_population
3480000,2023-07-11,Free State,Mangaung MM,18-34,Male,Johnson & Johnson,National,Public,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,3817.0
3480001,2023-07-11,Free State,Mangaung MM,18-34,Male,Johnson & Johnson,National,Public,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,17668.0
3480002,2023-07-11,Free State,Mangaung MM,18-34,Male,Johnson & Johnson,National,Public,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,30343.0
3480003,2023-07-11,Free State,Mangaung MM,18-34,Male,Johnson & Johnson,National,Public,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,76334.0
3480004,2023-07-11,Free State,Mangaung MM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2454.0
3480005,2023-07-11,Free State,Mangaung MM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12174.0
3480006,2023-07-11,Free State,Mangaung MM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20906.0
3480007,2023-07-11,Free State,Mangaung MM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52589.0
3480008,2023-07-11,Free State,Mangaung MM,35-49,Male,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2053.0
3480009,2023-07-11,Free State,Mangaung MM,35-49,Male,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11256.0
3480010,2023-07-11,Free State,Mangaung MM,35-49,Male,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19330.0
3480011,2023-07-11,Free State,Mangaung MM,35-49,Male,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,48791.0
3480012,2023-07-11,Free State,Mangaung MM,50-59,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1210.0
3480013,2023-07-11,Free State,Mangaung MM,50-59,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5987.0
3480014,2023-07-11,Free State,Mangaung MM,50-59,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10281.0
3480015,2023-07-11,Free State,Mangaung MM,50-59,Female,Johnson & Johnson,National,Public,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,25844.0
3480016,2023-07-11,Free State,Mangaung MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2157.0
3480017,2023-07-11,Free State,Mangaung MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7558.0
3480018,2023-07-11,Free State,Mangaung MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12981.0
3480019,2023-07-11,Free State,Mangaung MM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,32511.0
3480020,2023-07-11,Free State,T Mofutsanyana DM,18-34,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6965.0
3480021,2023-07-11,Free State,T Mofutsanyana DM,18-34,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7882.0
3480022,2023-07-11,Free State,T Mofutsanyana DM,18-34,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8818.0
3480023,2023-07-11,Free State,T Mofutsanyana DM,18-34,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,17768.0
3480024,2023-07-11,Free State,T Mofutsanyana DM,18-34,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22022.0
3480025,2023-07-11,Free State,T Mofutsanyana DM,18-34,Female,Johnson & Johnson,National,Public,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,49648.0
3480026,2023-07-11,Free State,T Mofutsanyana DM,18-34,Male,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,7469.0
3480027,2023-07-11,Free State,T Mofutsanyana DM,18-34,Male,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,8110.0
3480028,2023-07-11,Free State,T Mofutsanyana DM,18-34,Male,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,8773.0
3480029,2023-07-11,Free State,T Mofutsanyana DM,18-34,Male,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,16945.0
3480030,2023-07-11,Free State,T Mofutsanyana DM,18-34,Male,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,22146.0
3480031,2023-07-11,Free State,T Mofutsanyana DM,18-34,Male,Johnson & Johnson,National,Public,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,43234.0
3480032,2023-07-11,Free State,T Mofutsanyana DM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4531.0
3480033,2023-07-11,Free State,T Mofutsanyana DM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4831.0
3480034,2023-07-11,Free State,T Mofutsanyana DM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5300.0
3480035,2023-07-11,Free State,T Mofutsanyana DM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11155.0
3480036,2023-07-11,Free State,T Mofutsanyana DM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14884.0
3480037,2023-07-11,Free State,T Mofutsanyana DM,35-49,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32240.0
3480038,2023-07-11,Free State,T Mofutsanyana DM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2894.0
3480039,2023-07-11,Free State,T Mofutsanyana DM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2980.0
3480040,2023-07-11,Free State,T Mofutsanyana DM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3560.0
3480041,2023-07-11,Free State,T Mofutsanyana DM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7427.0
3480042,2023-07-11,Free State,T Mofutsanyana DM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8178.0
3480043,2023-07-11,Free State,T Mofutsanyana DM,60+,Female,Johnson & Johnson,National,Public,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19268.0
3480044,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,5.0,0.0,0.0,0.0,17.0,17.0,22.0,79916.0
3480045,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,5.0,0.0,0.0,0.0,17.0,17.0,22.0,95307.0
3480046,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,5.0,0.0,0.0,0.0,17.0,17.0,22.0,101372.0
3480047,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,5.0,0.0,0.0,0.0,17.0,17.0,22.0,116646.0
3480048,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,5.0,0.0,0.0,0.0,17.0,17.0,22.0,117484.0
3480049,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Female,Johnson & Johnson,National,Public,17.0,0.0,5.0,0.0,0.0,0.0,17.0,17.0,22.0,135512.0
3480050,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,85095.0
3480051,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,101480.0
3480052,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,107939.0
3480053,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,124202.0
3480054,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,125096.0
3480055,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,144290.0
3480056,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Public,35.0,0.0,2.0,0.0,0.0,0.0,35.0,35.0,37.0,85095.0
3480057,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Public,35.0,0.0,2.0,0.0,0.0,0.0,35.0,35.0,37.0,101480.0
3480058,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Public,35.0,0.0,2.0,0.0,0.0,0.0,35.0,35.0,37.0,107939.0
3480059,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Public,35.0,0.0,2.0,0.0,0.0,0.0,35.0,35.0,37.0,124202.0
3480060,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Public,35.0,0.0,2.0,0.0,0.0,0.0,35.0,35.0,37.0,125096.0
3480061,2023-07-11,Gauteng,Ekurhuleni MM,18-34,Male,Johnson & Johnson,National,Public,35.0,0.0,2.0,0.0,0.0,0.0,35.0,35.0,37.0,144290.0
3480062,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Female,Johnson & Johnson,National,Public,4.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,14.0,49267.0
3480063,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Female,Johnson & Johnson,National,Public,4.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,14.0,58753.0
3480064,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Female,Johnson & Johnson,National,Public,4.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,14.0,62494.0
3480065,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Female,Johnson & Johnson,National,Public,4.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,14.0,71910.0
3480066,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Female,Johnson & Johnson,National,Public,4.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,14.0,72427.0
3480067,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Female,Johnson & Johnson,National,Public,4.0,0.0,9.0,0.0,1.0,0.0,4.0,4.0,14.0,83540.0
3480068,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Male,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,2.0,0.0,6.0,6.0,19.0,56401.0
3480069,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Male,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,2.0,0.0,6.0,6.0,19.0,67261.0
3480070,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Male,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,2.0,0.0,6.0,6.0,19.0,71541.0
3480071,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Male,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,2.0,0.0,6.0,6.0,19.0,82322.0
3480072,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Male,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,2.0,0.0,6.0,6.0,19.0,82913.0
3480073,2023-07-11,Gauteng,Ekurhuleni MM,35-49,Male,Johnson & Johnson,National,Public,6.0,0.0,11.0,0.0,2.0,0.0,6.0,6.0,19.0,95636.0
3480074,2023-07-11,Gauteng,Ekurhuleni MM,50-59,Female,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,20812.0
3480075,2023-07-11,Gauteng,Ekurhuleni MM,50-59,Female,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,24820.0
3480076,2023-07-11,Gauteng,Ekurhuleni MM,50-59,Female,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,26399.0
3480077,2023-07-11,Gauteng,Ekurhuleni MM,50-59,Female,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,30377.0
3480078,2023-07-11,Gauteng,Ekurhuleni MM,50-59,Female,Johnson & Johnson,National,Public,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,30596.0
