"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","159548","65764","416942"
"EASTERN CAPE","12-17","Male","131998","48180","429096"
"FREE STATE","12-17","Female","92385","45568","161705"
"FREE STATE","12-17","Male","78829","34394","162847"
"GAUTENG","12-17","Female","213730","96139","649047"
"GAUTENG","12-17","Male","175903","74534","648920"
"KWAZULU-NATAL","12-17","Female","173960","81664","647510"
"KWAZULU-NATAL","12-17","Male","122479","52035","658202"
"LIMPOPO","12-17","Female","156550","56596","352420"
"LIMPOPO","12-17","Male","134193","42038","372427"
"MPUMALANGA","12-17","Female","81211","30392","257710"
"MPUMALANGA","12-17","Male","67058","21280","259479"
"NORTHERN CAPE","12-17","Female","20216","8385","69852"
"NORTHERN CAPE","12-17","Male","16180","6208","69047"
"NORTH WEST","12-17","Female","82829","30345","221385"
"NORTH WEST","12-17","Male","69128","22462","223092"
"WESTERN CAPE","12-17","Female","71417","29377","320269"
"WESTERN CAPE","12-17","Male","61370","24699","322848"
