"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5372","2481","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12633","5156","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8299","3159","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13211","5689","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8680","3195","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14141","5785","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10239","3826","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20403","10295","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12935","5416","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14849","6320","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9146","3443","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15446","6964","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10422","4093","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24053","12803","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17309","8103","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37018","15509","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31742","11740","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37336","13061","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30761","9454","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26386","10040","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25861","8423","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38121","12726","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30900","8780","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17769","7033","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14882","5205","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","48011","19963","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36768","13165","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17055","6595","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17670","5539","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7605","3720","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6315","2812","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1713","668","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1378","503","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3594","1592","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2749","1143","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32231","13477","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26758","9955","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21374","7495","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17834","5477","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9346","4119","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8192","3410","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","814","383","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","628","279","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6300","2567","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5343","1972","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3018","1005","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2380","774","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4180","1887","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3641","1433","22568"
