"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","394870","839479"
"EASTERN CAPE","18-34","Male","298965","854468"
"EASTERN CAPE","35-49","Female","370040","586430"
"EASTERN CAPE","35-49","Male","252016","522727"
"EASTERN CAPE","50-59","Female","236876","320585"
"EASTERN CAPE","50-59","Male","149244","196960"
"EASTERN CAPE","60+","Female","367336","517296"
"EASTERN CAPE","60+","Male","220599","261598"
"EASTERN CAPE","Unidentified","Female","294",""
"EASTERN CAPE","Unidentified","Male","70",""
"FREE STATE","18-34","Female","231662","410210"
"FREE STATE","18-34","Male","176235","419145"
"FREE STATE","35-49","Female","194372","283918"
"FREE STATE","35-49","Male","160299","266941"
"FREE STATE","50-59","Female","105483","140470"
"FREE STATE","50-59","Male","82127","105617"
"FREE STATE","60+","Female","138187","178195"
"FREE STATE","60+","Male","87107","110025"
"FREE STATE","Unidentified","Female","84",""
"FREE STATE","Unidentified","Male","47",""
"GAUTENG","18-34","Female","989097","2584852"
"GAUTENG","18-34","Male","844879","2611302"
"GAUTENG","35-49","Female","1003084","1659380"
"GAUTENG","35-49","Male","938008","1782603"
"GAUTENG","50-59","Female","444144","675158"
"GAUTENG","50-59","Male","424872","655342"
"GAUTENG","60+","Female","498306","745260"
"GAUTENG","60+","Male","382052","597429"
"GAUTENG","Unidentified","Female","275",""
"GAUTENG","Unidentified","Male","164",""
"KWAZULU-NATAL","18-34","Female","638592","1707989"
"KWAZULU-NATAL","18-34","Male","438078","1725158"
"KWAZULU-NATAL","35-49","Female","575051","1071255"
"KWAZULU-NATAL","35-49","Male","413858","951364"
"KWAZULU-NATAL","50-59","Female","301594","492136"
"KWAZULU-NATAL","50-59","Male","203165","316845"
"KWAZULU-NATAL","60+","Female","447366","624115"
"KWAZULU-NATAL","60+","Male","254285","330933"
"KWAZULU-NATAL","Unidentified","Female","354",""
"KWAZULU-NATAL","Unidentified","Male","135",""
"LIMPOPO","18-34","Female","431093","818804"
"LIMPOPO","18-34","Male","293476","833104"
"LIMPOPO","35-49","Female","377609","573264"
"LIMPOPO","35-49","Male","249881","493423"
"LIMPOPO","50-59","Female","199935","265501"
"LIMPOPO","50-59","Male","133931","165831"
"LIMPOPO","60+","Female","296447","372555"
"LIMPOPO","60+","Male","171348","173319"
"LIMPOPO","Unidentified","Female","608",""
"LIMPOPO","Unidentified","Male","86",""
"MPUMALANGA","18-34","Female","275188","681710"
"MPUMALANGA","18-34","Male","234586","729028"
"MPUMALANGA","35-49","Female","241078","451254"
"MPUMALANGA","35-49","Male","213167","457785"
"MPUMALANGA","50-59","Female","118044","197794"
"MPUMALANGA","50-59","Male","95752","151183"
"MPUMALANGA","60+","Female","144387","224305"
"MPUMALANGA","60+","Male","104327","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","52",""
"NORTHERN CAPE","18-34","Female","78459","174695"
"NORTHERN CAPE","18-34","Male","74107","182300"
"NORTHERN CAPE","35-49","Female","69524","118328"
"NORTHERN CAPE","35-49","Male","73531","131923"
"NORTHERN CAPE","50-59","Female","37371","57823"
"NORTHERN CAPE","50-59","Male","34799","49198"
"NORTHERN CAPE","60+","Female","46123","80820"
"NORTHERN CAPE","60+","Male","34394","52458"
"NORTHERN CAPE","Unidentified","Female","13",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","243484","547199"
"NORTH WEST","18-34","Male","201370","611287"
"NORTH WEST","35-49","Female","216726","386831"
"NORTH WEST","35-49","Male","216746","437698"
"NORTH WEST","50-59","Female","109842","173790"
"NORTH WEST","50-59","Male","109161","168889"
"NORTH WEST","60+","Female","144495","213393"
"NORTH WEST","60+","Male","109334","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","109",""
"WESTERN CAPE","18-34","Female","522434","1010156"
"WESTERN CAPE","18-34","Male","454610","1047625"
"WESTERN CAPE","35-49","Female","477979","744325"
"WESTERN CAPE","35-49","Male","420774","767488"
"WESTERN CAPE","50-59","Female","245410","368383"
"WESTERN CAPE","50-59","Male","212721","315766"
"WESTERN CAPE","60+","Female","322168","422288"
"WESTERN CAPE","60+","Male","239758","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","68",""
