"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14619","5590","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12478","4563","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19303","10694","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","15331","7595","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8475","3074","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7482","2408","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11155","6450","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9410","4814","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13609","5350","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11190","3915","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17743","6715","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15006","4812","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26317","15764","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23295","12641","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4244","1195","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3468","814","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51299","21748","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42025","16735","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15247","6864","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12202","5197","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19556","10286","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16035","7796","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6705","2886","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4374","1800","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26080","12400","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22646","10542","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13266","7900","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10449","5739","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8809","4444","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5367","2479","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12615","5145","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8288","3152","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13193","5680","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8670","3188","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14135","5821","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10234","3839","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20384","10290","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","12927","5413","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14820","6311","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9140","3442","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15426","6956","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10414","4090","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24022","12785","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17294","8097","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","37248","15541","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31927","11800","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37380","13071","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30791","9477","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26363","10040","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25851","8426","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38119","12720","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30898","8783","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17777","7037","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14883","5203","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","48081","20054","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36832","13217","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17027","6587","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17637","5529","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7605","3721","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6311","2809","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1713","668","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1375","502","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3589","1591","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2746","1142","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32213","13511","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26756","10006","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21375","7486","56490"
