"province","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","12-17","Female","145642","44375","416942"
"EASTERN CAPE","12-17","Male","118100","30367","429096"
"FREE STATE","12-17","Female","90388","39667","161705"
"FREE STATE","12-17","Male","76542","29219","162847"
"GAUTENG","12-17","Female","209461","86972","649047"
"GAUTENG","12-17","Male","171598","66852","648920"
"KWAZULU-NATAL","12-17","Female","154019","58260","647510"
"KWAZULU-NATAL","12-17","Male","108039","36984","658202"
"LIMPOPO","12-17","Female","136441","42694","352420"
"LIMPOPO","12-17","Male","114398","31461","372427"
"MPUMALANGA","12-17","Female","74197","21459","257710"
"MPUMALANGA","12-17","Male","61959","15598","259479"
"NORTHERN CAPE","12-17","Female","16472","5027","69852"
"NORTHERN CAPE","12-17","Male","13232","3736","69047"
"NORTH WEST","12-17","Female","81712","26716","221385"
"NORTH WEST","12-17","Male","67586","19300","223092"
"WESTERN CAPE","12-17","Female","70603","27160","320269"
"WESTERN CAPE","12-17","Male","60059","22556","322848"
