"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","391633","839479"
"EASTERN CAPE","18-34","Male","294825","854468"
"EASTERN CAPE","35-49","Female","369002","586430"
"EASTERN CAPE","35-49","Male","250706","522727"
"EASTERN CAPE","50-59","Female","236164","320585"
"EASTERN CAPE","50-59","Male","148747","196960"
"EASTERN CAPE","60+","Female","363751","517296"
"EASTERN CAPE","60+","Male","218387","261598"
"EASTERN CAPE","Unidentified","Female","303",""
"EASTERN CAPE","Unidentified","Male","80",""
"FREE STATE","18-34","Female","230620","410210"
"FREE STATE","18-34","Male","175574","419145"
"FREE STATE","35-49","Female","193785","283918"
"FREE STATE","35-49","Male","159735","266941"
"FREE STATE","50-59","Female","105137","140470"
"FREE STATE","50-59","Male","81809","105617"
"FREE STATE","60+","Female","136757","178195"
"FREE STATE","60+","Male","86085","110025"
"FREE STATE","Unidentified","Female","86",""
"FREE STATE","Unidentified","Male","48",""
"GAUTENG","18-34","Female","986050","2584852"
"GAUTENG","18-34","Male","842144","2611302"
"GAUTENG","35-49","Female","997619","1659380"
"GAUTENG","35-49","Male","932857","1782603"
"GAUTENG","50-59","Female","441342","675158"
"GAUTENG","50-59","Male","421691","655342"
"GAUTENG","60+","Female","492707","745260"
"GAUTENG","60+","Male","377188","597429"
"GAUTENG","Unidentified","Female","296",""
"GAUTENG","Unidentified","Male","174",""
"KWAZULU-NATAL","18-34","Female","634645","1707989"
"KWAZULU-NATAL","18-34","Male","435763","1725158"
"KWAZULU-NATAL","35-49","Female","572355","1071255"
"KWAZULU-NATAL","35-49","Male","411741","951364"
"KWAZULU-NATAL","50-59","Female","300503","492136"
"KWAZULU-NATAL","50-59","Male","202206","316845"
"KWAZULU-NATAL","60+","Female","443035","624115"
"KWAZULU-NATAL","60+","Male","251554","330933"
"KWAZULU-NATAL","Unidentified","Female","365",""
"KWAZULU-NATAL","Unidentified","Male","138",""
"LIMPOPO","18-34","Female","427503","818804"
"LIMPOPO","18-34","Male","290394","833104"
"LIMPOPO","35-49","Female","374848","573264"
"LIMPOPO","35-49","Male","247835","493423"
"LIMPOPO","50-59","Female","199115","265501"
"LIMPOPO","50-59","Male","133434","165831"
"LIMPOPO","60+","Female","294012","372555"
"LIMPOPO","60+","Male","169702","173319"
"LIMPOPO","Unidentified","Female","609",""
"LIMPOPO","Unidentified","Male","87",""
"MPUMALANGA","18-34","Female","273319","681710"
"MPUMALANGA","18-34","Male","232709","729028"
"MPUMALANGA","35-49","Female","239310","451254"
"MPUMALANGA","35-49","Male","211291","457785"
"MPUMALANGA","50-59","Female","117371","197794"
"MPUMALANGA","50-59","Male","95189","151183"
"MPUMALANGA","60+","Female","142804","224305"
"MPUMALANGA","60+","Male","103102","146461"
"MPUMALANGA","Unidentified","Female","156",""
"MPUMALANGA","Unidentified","Male","54",""
"NORTHERN CAPE","18-34","Female","77981","174695"
"NORTHERN CAPE","18-34","Male","73678","182300"
"NORTHERN CAPE","35-49","Female","69204","118328"
"NORTHERN CAPE","35-49","Male","73007","131923"
"NORTHERN CAPE","50-59","Female","37191","57823"
"NORTHERN CAPE","50-59","Male","34583","49198"
"NORTHERN CAPE","60+","Female","45543","80820"
"NORTHERN CAPE","60+","Male","33912","52458"
"NORTHERN CAPE","Unidentified","Female","15",""
"NORTHERN CAPE","Unidentified","Male","8",""
"NORTH WEST","18-34","Female","242567","547199"
"NORTH WEST","18-34","Male","200341","611287"
"NORTH WEST","35-49","Female","215673","386831"
"NORTH WEST","35-49","Male","215701","437698"
"NORTH WEST","50-59","Female","109308","173790"
"NORTH WEST","50-59","Male","108604","168889"
"NORTH WEST","60+","Female","143020","213393"
"NORTH WEST","60+","Male","108024","154160"
"NORTH WEST","Unidentified","Female","125",""
"NORTH WEST","Unidentified","Male","112",""
"WESTERN CAPE","18-34","Female","522323","1010156"
"WESTERN CAPE","18-34","Male","454069","1047625"
"WESTERN CAPE","35-49","Female","476507","744325"
"WESTERN CAPE","35-49","Male","419306","767488"
"WESTERN CAPE","50-59","Female","244351","368383"
"WESTERN CAPE","50-59","Male","211704","315766"
"WESTERN CAPE","60+","Female","318975","422288"
"WESTERN CAPE","60+","Male","237131","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","72",""
