"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","13985","4561","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","11803","3789","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","18973","10193","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14727","7062","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8536","3065","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7558","2360","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11232","6424","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9482","4764","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13767","5279","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11271","3862","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17986","6746","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15195","4819","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26521","15593","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23510","12468","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4295","1197","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3517","798","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","52054","22027","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42525","16813","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15513","6978","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12365","5263","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19753","10304","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16200","7806","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6820","2914","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4429","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26422","12564","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22873","10621","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13429","7937","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10575","5768","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8962","4489","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5449","2493","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12808","5219","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8398","3196","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13321","5669","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8725","3166","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14175","5804","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10209","3810","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20605","10257","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13095","5414","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","15039","6376","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9283","3474","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15709","7059","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10579","4134","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24395","12966","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17535","8175","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36548","15032","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31465","11342","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37032","12503","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30481","8966","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26171","9937","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25844","8403","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38435","12837","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","31100","8844","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17594","6865","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14656","5057","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47510","18724","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36250","12177","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17334","6676","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","18048","5614","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7558","3408","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6250","2592","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1729","672","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1406","512","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3651","1616","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2778","1150","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32465","13517","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26852","9930","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21586","7487","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17970","5463","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9252","3962","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8055","3261","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","828","386","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","639","284","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6334","2461","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5380","1911","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3049","998","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2420","777","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4202","1684","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3661","1322","22568"
