"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","370494","839479"
"EASTERN CAPE","18-34","Male","275232","854468"
"EASTERN CAPE","35-49","Female","361151","586430"
"EASTERN CAPE","35-49","Male","243026","522727"
"EASTERN CAPE","50-59","Female","232604","320585"
"EASTERN CAPE","50-59","Male","145398","196960"
"EASTERN CAPE","60+","Female","351819","517296"
"EASTERN CAPE","60+","Male","211088","261598"
"EASTERN CAPE","Unidentified","Female","321",""
"EASTERN CAPE","Unidentified","Male","98",""
"FREE STATE","18-34","Female","220659","410210"
"FREE STATE","18-34","Male","167076","419145"
"FREE STATE","35-49","Female","188511","283918"
"FREE STATE","35-49","Male","154489","266941"
"FREE STATE","50-59","Female","103056","140470"
"FREE STATE","50-59","Male","79649","105617"
"FREE STATE","60+","Female","131625","178195"
"FREE STATE","60+","Male","82420","110025"
"FREE STATE","Unidentified","Female","96",""
"FREE STATE","Unidentified","Male","66",""
"GAUTENG","18-34","Female","952100","2584852"
"GAUTENG","18-34","Male","804375","2611302"
"GAUTENG","35-49","Female","967156","1659380"
"GAUTENG","35-49","Male","900434","1782603"
"GAUTENG","50-59","Female","428335","675158"
"GAUTENG","50-59","Male","406192","655342"
"GAUTENG","60+","Female","474221","745260"
"GAUTENG","60+","Male","361086","597429"
"GAUTENG","Unidentified","Female","313",""
"GAUTENG","Unidentified","Male","200",""
"KWAZULU-NATAL","18-34","Female","585868","1707989"
"KWAZULU-NATAL","18-34","Male","404821","1725158"
"KWAZULU-NATAL","35-49","Female","550076","1071255"
"KWAZULU-NATAL","35-49","Male","393700","951364"
"KWAZULU-NATAL","50-59","Female","293359","492136"
"KWAZULU-NATAL","50-59","Male","195880","316845"
"KWAZULU-NATAL","60+","Female","428739","624115"
"KWAZULU-NATAL","60+","Male","242591","330933"
"KWAZULU-NATAL","Unidentified","Female","390",""
"KWAZULU-NATAL","Unidentified","Male","142",""
"LIMPOPO","18-34","Female","409738","818804"
"LIMPOPO","18-34","Male","273514","833104"
"LIMPOPO","35-49","Female","364818","573264"
"LIMPOPO","35-49","Male","239263","493423"
"LIMPOPO","50-59","Female","195428","265501"
"LIMPOPO","50-59","Male","130636","165831"
"LIMPOPO","60+","Female","285028","372555"
"LIMPOPO","60+","Male","163710","173319"
"LIMPOPO","Unidentified","Female","633",""
"LIMPOPO","Unidentified","Male","101",""
"MPUMALANGA","18-34","Female","256357","681710"
"MPUMALANGA","18-34","Male","212519","729028"
"MPUMALANGA","35-49","Female","228177","451254"
"MPUMALANGA","35-49","Male","197192","457785"
"MPUMALANGA","50-59","Female","113177","197794"
"MPUMALANGA","50-59","Male","91189","151183"
"MPUMALANGA","60+","Female","137033","224305"
"MPUMALANGA","60+","Male","98373","146461"
"MPUMALANGA","Unidentified","Female","165",""
"MPUMALANGA","Unidentified","Male","68",""
"NORTHERN CAPE","18-34","Female","74017","174695"
"NORTHERN CAPE","18-34","Male","70276","182300"
"NORTHERN CAPE","35-49","Female","66851","118328"
"NORTHERN CAPE","35-49","Male","70288","131923"
"NORTHERN CAPE","50-59","Female","36074","57823"
"NORTHERN CAPE","50-59","Male","33336","49198"
"NORTHERN CAPE","60+","Female","43433","80820"
"NORTHERN CAPE","60+","Male","32177","52458"
"NORTHERN CAPE","Unidentified","Female","24",""
"NORTHERN CAPE","Unidentified","Male","9",""
"NORTH WEST","18-34","Female","234854","547199"
"NORTH WEST","18-34","Male","192832","611287"
"NORTH WEST","35-49","Female","209845","386831"
"NORTH WEST","35-49","Male","209516","437698"
"NORTH WEST","50-59","Female","106886","173790"
"NORTH WEST","50-59","Male","105594","168889"
"NORTH WEST","60+","Female","137651","213393"
"NORTH WEST","60+","Male","103235","154160"
"NORTH WEST","Unidentified","Female","133",""
"NORTH WEST","Unidentified","Male","119",""
"WESTERN CAPE","18-34","Female","513154","1010156"
"WESTERN CAPE","18-34","Male","442414","1047625"
"WESTERN CAPE","35-49","Female","467645","744325"
"WESTERN CAPE","35-49","Male","409690","767488"
"WESTERN CAPE","50-59","Female","239921","368383"
"WESTERN CAPE","50-59","Male","206866","315766"
"WESTERN CAPE","60+","Female","309121","422288"
"WESTERN CAPE","60+","Male","229067","300872"
"WESTERN CAPE","Unidentified","Female","130",""
"WESTERN CAPE","Unidentified","Male","80",""
