"province","age_group","sex","total_number_individuals_vaccinated","population"
"EASTERN CAPE","18-34","Female","385841","839479"
"EASTERN CAPE","18-34","Male","289166","854468"
"EASTERN CAPE","35-49","Female","367063","586430"
"EASTERN CAPE","35-49","Male","248513","522727"
"EASTERN CAPE","50-59","Female","234837","320585"
"EASTERN CAPE","50-59","Male","147545","196960"
"EASTERN CAPE","60+","Female","358685","517296"
"EASTERN CAPE","60+","Male","215524","261598"
"EASTERN CAPE","Unidentified","Female","308",""
"EASTERN CAPE","Unidentified","Male","90",""
"FREE STATE","18-34","Female","228245","410210"
"FREE STATE","18-34","Male","173769","419145"
"FREE STATE","35-49","Female","192273","283918"
"FREE STATE","35-49","Male","158271","266941"
"FREE STATE","50-59","Female","104286","140470"
"FREE STATE","50-59","Male","81082","105617"
"FREE STATE","60+","Female","134488","178195"
"FREE STATE","60+","Male","84438","110025"
"FREE STATE","Unidentified","Female","89",""
"FREE STATE","Unidentified","Male","55",""
"GAUTENG","18-34","Female","981490","2584852"
"GAUTENG","18-34","Male","836403","2611302"
"GAUTENG","35-49","Female","987937","1659380"
"GAUTENG","35-49","Male","923499","1782603"
"GAUTENG","50-59","Female","436149","675158"
"GAUTENG","50-59","Male","415866","655342"
"GAUTENG","60+","Female","484253","745260"
"GAUTENG","60+","Male","369862","597429"
"GAUTENG","Unidentified","Female","302",""
"GAUTENG","Unidentified","Male","184",""
"KWAZULU-NATAL","18-34","Female","623260","1707989"
"KWAZULU-NATAL","18-34","Male","428598","1725158"
"KWAZULU-NATAL","35-49","Female","565850","1071255"
"KWAZULU-NATAL","35-49","Male","406749","951364"
"KWAZULU-NATAL","50-59","Female","298355","492136"
"KWAZULU-NATAL","50-59","Male","200260","316845"
"KWAZULU-NATAL","60+","Female","436741","624115"
"KWAZULU-NATAL","60+","Male","247651","330933"
"KWAZULU-NATAL","Unidentified","Female","371",""
"KWAZULU-NATAL","Unidentified","Male","141",""
"LIMPOPO","18-34","Female","423708","818804"
"LIMPOPO","18-34","Male","285803","833104"
"LIMPOPO","35-49","Female","371356","573264"
"LIMPOPO","35-49","Male","245222","493423"
"LIMPOPO","50-59","Female","197731","265501"
"LIMPOPO","50-59","Male","132587","165831"
"LIMPOPO","60+","Female","290557","372555"
"LIMPOPO","60+","Male","167290","173319"
"LIMPOPO","Unidentified","Female","613",""
"LIMPOPO","Unidentified","Male","91",""
"MPUMALANGA","18-34","Female","269020","681710"
"MPUMALANGA","18-34","Male","227447","729028"
"MPUMALANGA","35-49","Female","235979","451254"
"MPUMALANGA","35-49","Male","207012","457785"
"MPUMALANGA","50-59","Female","115896","197794"
"MPUMALANGA","50-59","Male","94037","151183"
"MPUMALANGA","60+","Female","140478","224305"
"MPUMALANGA","60+","Male","101231","146461"
"MPUMALANGA","Unidentified","Female","155",""
"MPUMALANGA","Unidentified","Male","59",""
"NORTHERN CAPE","18-34","Female","77124","174695"
"NORTHERN CAPE","18-34","Male","73121","182300"
"NORTHERN CAPE","35-49","Female","68527","118328"
"NORTHERN CAPE","35-49","Male","72206","131923"
"NORTHERN CAPE","50-59","Female","36827","57823"
"NORTHERN CAPE","50-59","Male","34129","49198"
"NORTHERN CAPE","60+","Female","44692","80820"
"NORTHERN CAPE","60+","Male","33186","52458"
"NORTHERN CAPE","Unidentified","Female","20",""
"NORTHERN CAPE","Unidentified","Male","7",""
"NORTH WEST","18-34","Female","241569","547199"
"NORTH WEST","18-34","Male","199388","611287"
"NORTH WEST","35-49","Female","214242","386831"
"NORTH WEST","35-49","Male","214152","437698"
"NORTH WEST","50-59","Female","108459","173790"
"NORTH WEST","50-59","Male","107651","168889"
"NORTH WEST","60+","Female","140702","213393"
"NORTH WEST","60+","Male","105989","154160"
"NORTH WEST","Unidentified","Female","126",""
"NORTH WEST","Unidentified","Male","114",""
"WESTERN CAPE","18-34","Female","521673","1010156"
"WESTERN CAPE","18-34","Male","452839","1047625"
"WESTERN CAPE","35-49","Female","473460","744325"
"WESTERN CAPE","35-49","Male","416100","767488"
"WESTERN CAPE","50-59","Female","242587","368383"
"WESTERN CAPE","50-59","Male","209897","315766"
"WESTERN CAPE","60+","Female","314162","422288"
"WESTERN CAPE","60+","Male","233188","300872"
"WESTERN CAPE","Unidentified","Female","116",""
"WESTERN CAPE","Unidentified","Male","76",""
