"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","848314","0","128550","976864"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","458915","0","79857","538772"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1386295","0","184693","1570988"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1130136","0","157095","1287231"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1037915","0","130407","1168322"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","789517","0","102741","892258"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","203462","0","27049","230511"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","685387","0","101670","787057"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","649746","0","101481","751227"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60861","0","24220","85081"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24392","0","12199","36591"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137355","0","65380","202735"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94484","0","40021","134505"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34182","0","17016","51198"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21900","0","7150","29050"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94607","0","61528","156135"
"Pfizer","National","eastern cape","Adults","1322920","1110056","207788","2640764"
"Pfizer","National","eastern cape","12-17 Years","281489","93188","0","374677"
"Pfizer","National","free state","12-17 Years","172715","75958","0","248673"
"Pfizer","National","free state","Adults","666160","583615","123810","1373585"
"Pfizer","National","gauteng","12-17 Years","395223","165961","7","561191"
"Pfizer","National","gauteng","Adults","3876253","3352448","629765","7858466"
"Pfizer","National","kwazulu-natal","Adults","1953579","1620439","302084","3876102"
"Pfizer","National","kwazulu-natal","12-17 Years","291802","116316","7","408125"
"Pfizer","National","limpopo","Adults","1030893","867185","158921","2056999"
"Pfizer","National","limpopo","12-17 Years","280538","87981","0","368519"
"Pfizer","National","mpumalanga","12-17 Years","144982","44866","0","189848"
"Pfizer","National","mpumalanga","Adults","563315","462690","91142","1117147"
"Pfizer","National","northern cape","12-17 Years","34211","11123","0","45334"
"Pfizer","National","northern cape","Adults","222478","190160","30958","443596"
"Pfizer","National","north west","12-17 Years","154780","51579","2","206361"
"Pfizer","National","north west","Adults","615919","533056","103171","1252146"
"Pfizer","National","western cape","12-17 Years","131395","51251","2","182648"
"Pfizer","National","western cape","Adults","2108205","1849111","459263","4416579"
